ID,Latitude_start,Longitude_start,Year_start,Month_start,Season,Zones,x_start,y_start,Latitude_end,Longitude_end,Year_end,Month_end,x_end,y_end,Duration,Distance,Distance_draw
AL031982,13.7,-22.2,1982,8,Summer,Atlantic,-2471292.6956106736,1539820.6224079386,20.0,-63.6,1982,9,-7079919.6144522,2273030.926987689,9 days 00:00:00.000000000,4608.150205773377,193542.30864248183
AL041982,16.8,-53.0,1982,9,Autumn,Atlantic,-5899933.012043499,1897556.2324093361,24.0,-66.0,1982,9,-7347086.392356057,2753408.109364979,3 days 12:00:00.000000000,1633.409364717811,68603.19331814807
AL051982,26.2,-91.0,1982,9,Autumn,Mexico_Caribean,-10130073.662187897,3023872.9604291576,34.8,-91.8,1982,9,-10219129.254822515,4136735.049397425,3 days 18:00:00.000000000,960.1284923222206,40325.39667753327
AL061982,19.8,-69.5,1982,9,Autumn,Atlantic,-7736704.610132514,2249353.171430874,51.5,-19.0,1982,9,-2115070.325072198,6710219.083220741,7 days 06:00:00.000000000,6464.401868051442,271504.87845816056
AL071982,25.3,-71.5,1982,9,Autumn,Atlantic,-7959343.591719061,2912638.0910063866,40.1,-60.1,1982,9,-6690301.396675742,4880484.665662283,3 days 12:00:00.000000000,2048.7275805759173,86046.55838418852
AL081982,24.8,-65.4,1982,9,Autumn,Atlantic,-7280294.697880093,2851199.0521615394,32.0,-58.0,1982,10,-6456530.466009867,3763310.6271446524,2 days 12:00:00.000000000,1130.5968934728992,47485.06952586176
AL011983,10.0,-38.0,1983,7,Summer,Atlantic,-4230140.650144396,1118889.9748579597,15.0,-67.5,1983,7,-7514065.628545967,1689200.1396078935,5 days 06:00:00.000000000,3308.693283304145,138965.1178987741
AL021983,12.0,-27.0,1983,7,Summer,Atlantic,-3005626.2514183866,1345708.408409107,18.8,-63.1,1983,8,-7024259.869055563,2131403.2476535104,6 days 00:00:00.000000000,4050.9553410232966,170140.12432297846
AL031983,27.3,-90.5,1983,8,Summer,Mexico_Caribean,-10074413.916791258,3161003.042871573,41.2,-97.0,1983,8,-10797990.606947538,5041886.526155255,5 days 18:00:00.000000000,1693.7357448404748,71136.90128329994
AL041983,26.0,-76.0,1983,8,Summer,Atlantic,-8460281.300288793,2999080.9434706424,25.5,-100.5,1983,8,-11187608.824723994,2937284.4374238458,5 days 18:00:00.000000000,2655.353670043618,111524.85414183195
AL051983,30.2,-64.4,1983,9,Autumn,Atlantic,-7168975.207086819,3529283.971113809,41.7,-48.8,1983,9,-5432391.150711751,5116146.294557262,4 days 18:00:00.000000000,2089.695364121039,87767.20529308364
AL061983,28.0,-73.0,1983,9,Autumn,Atlantic,-8126322.827908971,3248973.7896509725,37.9,-76.9,1983,9,-8560468.842002738,4565308.782364547,4 days 00:00:00.000000000,1176.9741382407929,49432.9138061133
AL011984,28.0,-75.5,1984,6,Summer,Atlantic,-8404621.554892154,3248973.7896509725,30.2,-81.8,1984,6,-9105934.346889779,3529283.971113809,2 days 12:00:00.000000000,720.8667840110462,30276.40492846394
AL021984,20.5,-94.0,1984,6,Summer,Mexico_Caribean,-10464032.134567717,2332357.8126193313,22.7,-98.5,1984,6,-10964969.843137447,2595778.804307132,1 days 18:00:00.000000000,549.0549673543603,23060.308628883133
AL031984,11.8,-47.8,1984,7,Summer,Atlantic,-5321071.659918477,1322955.5151757807,15.2,-70.2,1984,7,-7814628.2536878055,1712260.2558615336,2 days 12:00:00.000000000,2502.462918390481,105103.44257240019
AL041984,37.0,-68.2,1984,8,Summer,Atlantic,-7591989.272101259,4439106.787250586,39.8,-59.0,1984,8,-6567849.956803141,4836921.246399851,2 days 06:00:00.000000000,1015.0202543010935,42630.850680645926
AL051984,33.0,-65.0,1984,8,Summer,Atlantic,-7235766.901562783,3895303.9633938945,48.5,-38.0,1984,8,-4230140.650144396,6190443.809135449,3 days 06:00:00.000000000,3306.15018540735,138858.3077871087
AL061984,10.5,-51.0,1984,8,Summer,Atlantic,-5677294.030456953,1175452.6085934306,25.0,-68.5,1984,9,-7625385.119339241,2875744.6243522423,8 days 00:00:00.000000000,2513.9828655824476,105587.2803544628
AL071984,13.1,-41.0,1984,8,Summer,Atlantic,-4564099.122524217,1471159.34512326,32.0,-42.0,1984,9,-4675418.613317491,3763310.6271446524,5 days 06:00:00.000000000,2104.443020991054,88386.60688162426
AL081984,36.6,-66.9,1984,8,Summer,Atlantic,-7447273.934070003,4383497.640944776,46.2,-48.9,1984,9,-5443523.099791078,5812457.491341963,2 days 18:00:00.000000000,2156.5880810408516,90576.69940371577
AL091984,21.0,-96.0,1984,9,Autumn,Mexico_Caribean,-10686671.116154265,2391878.587944315,23.2,-98.1,1984,9,-10920442.046820138,2656223.2399355415,1 days 18:00:00.000000000,335.2230290170393,14079.367218715652
AL101984,28.5,-77.4,1984,9,Autumn,Atlantic,-8616128.587399377,3312159.8598184385,46.0,-57.8,1984,9,-6434266.567851213,5780349.220256355,7 days 18:00:00.000000000,2843.8000115286245,119439.60048420222
AL111984,20.3,-96.1,1984,9,Autumn,Mexico_Caribean,-10697803.06523359,2308604.115398843,20.0,-95.7,1984,9,-10653275.268916283,2273030.926987689,1 days 12:00:00.000000000,55.05035379030298,2312.114859192725
AL121984,13.7,-21.3,1984,9,Autumn,Atlantic,-2371105.153896727,1539820.6224079386,20.0,-43.0,1984,9,-4786738.104110764,2273030.926987689,5 days 00:00:00.000000000,2488.720708302216,104526.26974869307
AL131984,28.6,-65.5,1984,9,Autumn,Atlantic,-7291426.646959419,3324832.8408428603,34.6,-62.6,1984,9,-6968600.123658926,4109654.7335526617,2 days 12:00:00.000000000,735.8623464498467,30906.218550893558
AL141984,31.3,-58.3,1984,9,Autumn,Atlantic,-6489926.313247849,3671771.4487971356,43.2,-35.0,1984,10,-3896182.1777645755,5342463.6019583745,9 days 18:00:00.000000000,2792.124411744731,117269.2252932787
AL151984,23.4,-73.0,1984,9,Autumn,Atlantic,-8126322.827908971,2680464.0819783327,36.8,-62.1,1984,10,-6912940.37826229,4411265.910262686,6 days 00:00:00.000000000,1896.6693129966015,79660.11114585727
AL161984,24.1,-68.9,1984,10,Autumn,Atlantic,-7669912.915656551,2765598.287796373,43.3,-39.5,1984,10,-4397119.886334307,5357746.958178199,13 days 18:00:00.000000000,3800.231981663999,159609.74322988794
AL171984,26.2,-71.4,1984,10,Autumn,Atlantic,-7948211.642639734,3023872.9604291576,30.8,-89.0,1984,10,-9907434.68060135,3606802.484325358,2 days 18:00:00.000000000,1964.7282076715776,82518.58472220626
AL181984,14.7,-68.8,1984,11,Autumn,Mexico_Caribean,-7658780.966577222,1654650.287315491,42.0,-47.0,1984,11,-5232016.067283859,5160979.444049783,8 days 00:00:00.000000000,3855.580693543323,161934.38912881957
AL191984,26.5,-79.5,1984,11,Autumn,Atlantic,-8849899.51806525,3061141.0388860335,31.1,-49.5,1984,11,-5510314.794267043,3645742.868003531,4 days 18:00:00.000000000,3270.035073445318,137341.47308470335
AL201984,34.5,-60.5,1984,12,Winter,Atlantic,-6734829.192993051,4096139.0404472323,19.2,-69.4,1984,12,-7725572.661053187,2178496.8842412396,12 days 00:00:00.000000000,1956.4151990797586,82169.43836134986
AL011985,29.4,-64.2,1985,7,Summer,Atlantic,-7146711.308928164,3426656.25037027,48.0,-54.5,1985,7,-6066912.2482334105,6106854.83488507,3 days 18:00:00.000000000,2307.291671314068,96906.25019519086
AL021985,26.0,-85.0,1985,7,Summer,Mexico_Caribean,-9462156.717428254,2999080.9434706424,38.3,-79.5,1985,7,-8849899.51806525,4621892.867064265,4 days 18:00:00.000000000,1489.1287245349358,62543.40643046731
AL031985,31.5,-80.5,1985,8,Summer,Atlantic,-8961219.008858522,3697855.3303377028,44.5,-22.5,1985,8,-2504688.5428486555,5543147.203861799,7 days 06:00:00.000000000,6254.285524288185,262679.9920201038
AL041985,18.5,-80.7,1985,8,Summer,Mexico_Caribean,-8983482.907017179,2096156.5384662852,40.4,-69.4,1985,8,-7725572.661053187,4924240.587205196,8 days 18:00:00.000000000,2725.5267548088955,114472.12370197361
AL051985,19.8,-74.0,1985,8,Summer,Mexico_Caribean,-8237642.318702245,2249353.171430874,38.8,-91.4,1985,9,-10174601.458505206,4693063.644295792,7 days 18:00:00.000000000,2829.33130264695,118831.9147111719
AL061985,20.0,-27.0,1985,9,Autumn,Atlantic,-3005626.2514183866,2273030.926987689,32.0,-52.0,1985,9,-5788613.521250227,3763310.6271446524,5 days 00:00:00.000000000,3023.9897841792867,127007.57093553005
AL071985,11.5,-60.5,1985,9,Autumn,Atlantic,-6734829.192993051,1288857.180495907,14.2,-71.8,1985,9,-7992739.438957043,1597172.0624328253,2 days 06:00:00.000000000,1284.3134810086697,53941.166202364126
AL081985,23.6,-70.8,1985,9,Autumn,Atlantic,-7881419.948163769,2704741.5686532655,32.1,-42.5,1985,9,-4731078.358714127,3776444.3508962523,3 days 18:00:00.000000000,3198.8042769275003,134349.77963095502
AL091985,13.3,-23.6,1985,9,Autumn,Atlantic,-2627139.9827212566,1494027.4564185014,56.6,-29.0,1985,10,-3228265.2330049337,7678797.818644064,15 days 12:00:00.000000000,4850.688736432978,203728.92693018506
AL101985,29.6,-74.3,1985,9,Autumn,Atlantic,-8271038.165940227,3452236.500838168,41.3,-71.8,1985,9,-7992739.438957043,5056692.808763349,3 days 06:00:00.000000000,1327.7616215399419,55765.988104677555
AL111985,17.8,-69.2,1985,10,Autumn,Mexico_Caribean,-7703308.762894532,2014152.1147909653,35.8,-72.7,1985,10,-8092926.9806709895,4273136.462385053,8 days 12:00:00.000000000,2037.3513865876866,85568.75823668284
AL121985,24.5,-90.5,1985,10,Autumn,Mexico_Caribean,-10074413.916791258,2814454.732309769,36.8,-87.1,1985,11,-9695927.648094129,4411265.910262686,6 days 18:00:00.000000000,1415.6814497109215,59458.6208878587
AL131985,21.1,-63.8,1985,11,Autumn,Atlantic,-7102183.512610855,2403806.521646825,33.5,-70.5,1985,11,-7848024.100925787,3961860.2174457456,8 days 00:00:00.000000000,1558.11068992677,65440.64897692434
AL141985,11.2,-77.0,1985,12,Winter,Mexico_Caribean,-8571600.791082066,1254795.1507951734,9.5,-81.0,1985,12,-9016878.75425516,1062414.3112675361,2 days 06:00:00.000000000,481.6322702441263,20228.555350253304
AL011986,26.2,-75.8,1986,6,Summer,Atlantic,-8438017.402130136,3023872.9604291576,39.6,-68.9,1986,6,-7669912.915656551,4807984.493190497,3 days 18:00:00.000000000,1662.674801419416,69832.34165961547
AL021986,25.6,-87.2,1986,6,Summer,Mexico_Caribean,-9707059.597173456,2949622.9843312614,37.2,-90.0,1986,6,-10018754.171394622,4467020.993627968,4 days 18:00:00.000000000,1324.3660852004555,55623.37557841913
AL031986,24.0,-54.9,1986,7,Summer,Atlantic,-6111440.04455072,2753408.109364979,41.2,-59.8,1986,7,-6656905.549437759,5041886.526155255,5 days 00:00:00.000000000,1983.3773659995895,83301.84937198277
AL041986,24.0,-92.9,1986,8,Summer,Mexico_Caribean,-10341580.694695117,2753408.109364979,28.0,-97.8,1986,8,-10887046.199582156,3248973.7896509725,1 days 12:00:00.000000000,692.6786867980703,29092.504845518954
AL051986,30.1,-84.0,1986,8,Summer,Mexico_Caribean,-9350837.226634981,3516410.3982930523,56.2,-8.0,1986,8,-890555.9263461886,7598333.459337378,16 days 12:00:00.000000000,8382.94822710061,352083.82553822565
AL061986,12.5,-34.5,1986,8,Summer,Atlantic,-3840522.4323679386,1402665.189967927,30.8,-56.0,1986,9,-6233891.484423321,3606802.484325358,5 days 00:00:00.000000000,3116.2725755128495,130883.44817153968
AL071986,17.6,-86.2,1986,9,Autumn,Mexico_Caribean,-9595740.106380183,1990781.8912618742,22.9,-99.0,1986,9,-11020629.588534085,2619929.8004916054,3 days 00:00:00.000000000,1520.5107160845525,63861.450075551205
AL081986,10.5,-52.0,1986,9,Autumn,Atlantic,-5788613.521250227,1175452.6085934306,14.8,-78.5,1986,9,-8738580.027271977,1666161.5819088097,3 days 06:00:00.000000000,2968.049867550135,124658.09443710567
AL091986,21.8,-50.8,1986,9,Autumn,Atlantic,-5655030.132298297,2487529.7151387953,56.0,-34.0,1986,9,-3784862.6869713017,7558415.656081782,9 days 06:00:00.000000000,4203.991477693475,176567.64206312594
AL101986,22.8,-62.8,1986,11,Autumn,Atlantic,-6990864.021817581,2607849.8726871307,31.1,-57.9,1986,11,-6445398.51693054,3645742.868003531,3 days 00:00:00.000000000,1064.4764210278045,44708.00968316779
AL011987,21.2,-68.5,1987,5,Spring,Atlantic,-7625385.119339241,2415742.491125842,24.4,-81.7,1987,6,-9094802.397810452,2802226.156991253,7 days 12:00:00.000000000,1482.2625629853428,62255.0276453844
AL031987,26.3,-93.6,1987,8,Summer,Mexico_Caribean,-10419504.338250406,3036284.923313025,31.8,-82.3,1987,8,-9161594.092286415,3737086.056237236,7 days 18:00:00.000000000,1361.8289463721053,57196.815747628425
AL021987,34.3,-77.5,1987,8,Summer,Atlantic,-8627260.536478702,4069156.1828074576,39.0,-4.0,1987,8,-445277.9631730943,4721671.572580107,20 days 00:00:00.000000000,7717.687717865966,324142.88415037055
AL041987,12.5,-47.0,1987,8,Summer,Atlantic,-5232016.067283859,1402665.189967927,19.0,-64.0,1987,8,-7124447.410769509,2154935.915085892,2 days 12:00:00.000000000,2008.1881726271408,84343.90325033992
AL051987,14.8,-20.0,1987,8,Summer,Atlantic,-2226389.8158654715,1666161.5819088097,23.8,-54.5,1987,8,-6066912.2482334105,2729056.107633078,6 days 06:00:00.000000000,3915.3578906361577,164445.03140671863
AL061987,14.0,-32.0,1987,8,Summer,Atlantic,-3562223.7053847546,1574216.548161465,17.2,-48.2,1987,9,-5365599.456235787,1944118.6941882698,3 days 06:00:00.000000000,1819.9929921789267,76439.70567151492
AL071987,15.2,-31.3,1987,9,Autumn,Atlantic,-3484300.061829463,1712260.2558615336,42.5,-28.0,1987,9,-3116945.7422116604,5236173.783920941,5 days 06:00:00.000000000,3056.83191769793,128386.94054331306
AL081987,12.8,-63.3,1987,9,Autumn,Mexico_Caribean,-7046523.767214217,1436891.8974580714,14.0,-83.9,1987,9,-9339705.277555654,1574216.548161465,2 days 18:00:00.000000000,2278.76557404464,95708.15410987487
AL091987,28.6,-78.0,1987,9,Autumn,Atlantic,-8682920.281875338,3324832.8408428603,36.0,-78.5,1987,9,-8738580.027271977,4300621.372044271,1 days 12:00:00.000000000,824.576464477417,34632.211508051514
AL101987,10.8,-18.4,1987,9,Autumn,Atlantic,-2048278.6305962338,1209433.8422168798,32.8,-49.5,1987,9,-5510314.794267043,3868787.2980985106,12 days 00:00:00.000000000,4205.706109375467,176639.6565937696
AL111987,14.0,-54.0,1987,9,Autumn,Atlantic,-6011252.502836773,1574216.548161465,22.0,-64.0,1987,9,-7124447.410769509,2511525.234845713,4 days 00:00:00.000000000,1414.1574796945977,59394.6141471731
AL121987,9.8,-51.3,1987,9,Autumn,Atlantic,-5710689.877694935,1096289.5288369555,49.0,-36.0,1987,9,-4007501.668557849,6274861.394006577,6 days 18:00:00.000000000,4673.364672120639,196281.3162290668
AL131987,15.0,-82.6,1987,10,Autumn,Mexico_Caribean,-9194989.939524397,1689200.1396078935,29.5,-74.0,1987,10,-8237642.318702245,3439440.06073126,4 days 18:00:00.000000000,1867.0149418703274,78414.62755855375
AL141987,16.5,-77.5,1987,10,Autumn,Mexico_Caribean,-8627260.536478702,1862698.8721506866,28.5,-82.0,1987,11,-9128198.245048434,3312159.8598184385,4 days 00:00:00.000000000,1422.1054619450836,59728.42940169351
AL011988,32.0,-77.5,1988,8,Summer,Atlantic,-8627260.536478702,3763310.6271446524,51.0,-56.0,1988,8,-6233891.484423321,6621293.722740163,3 days 00:00:00.000000000,3083.4721986182626,129505.83234196703
AL021988,30.4,-90.3,1988,8,Summer,Mexico_Caribean,-10052150.018632604,3555070.433837354,31.7,-93.2,1988,8,-10374976.541933099,3723995.0672950866,2 days 18:00:00.000000000,342.68568320899215,14392.79869477767
AL031988,14.9,-43.3,1988,8,Summer,Atlantic,-4820133.951348745,1677678.1860015187,46.5,-60.0,1988,8,-6679169.447596415,5860839.829947802,9 days 06:00:00.000000000,3956.3392028920316,166166.24652146533
AL041988,20.1,-91.0,1988,8,Summer,Mexico_Caribean,-10130073.662187897,2284881.0700673275,24.0,-109.0,1988,9,-12133824.496466821,2753408.109364979,8 days 00:00:00.000000000,2012.0296641382852,84505.24589380798
AL051988,32.5,-60.5,1988,9,Autumn,Atlantic,-6734829.192993051,3829123.8370284378,43.1,-29.7,1988,9,-3306188.876560225,5327205.274270454,2 days 00:00:00.000000000,3449.1732393330653,144865.27605198874
AL061988,12.5,-17.5,1988,9,Autumn,Atlantic,-1948091.0888822877,1402665.189967927,25.0,-23.0,1988,9,-2560348.2882452924,2875744.6243522423,3 days 00:00:00.000000000,1515.8490325122307,63665.65936551369
AL071988,22.8,-92.0,1988,9,Autumn,Mexico_Caribean,-10241393.15298117,2607849.8726871307,33.0,-94.5,1988,9,-10519691.879964354,3895303.9633938945,4 days 06:00:00.000000000,1165.9332366213473,48969.195938096585
AL081988,12.0,-54.0,1988,9,Autumn,Atlantic,-6011252.502836773,1345708.408409107,43.4,-86.5,1988,9,-9629135.953618165,5373055.471883489,11 days 06:00:00.000000000,4988.156071242981,209502.5549922052
AL091988,13.4,-31.6,1988,9,Autumn,Atlantic,-3517695.9090674454,1505468.571795933,55.0,-30.0,1988,9,-3339584.7237982075,7361866.113051185,10 days 18:00:00.000000000,4629.003911991797,194418.1643036555
AL101988,9.0,-45.5,1988,9,Autumn,Atlantic,-5065036.831093948,1006021.0627551338,12.0,-61.2,1988,10,-6812752.836548343,1345708.408409107,2 days 18:00:00.000000000,1770.3528933771574,74354.82152184061
AL111988,8.9,-42.2,1988,10,Autumn,Atlantic,-4697682.511476145,994751.9043212247,12.2,-86.8,1988,10,-9662531.800856147,1368478.1897511792,12 days 12:00:00.000000000,4951.707806262321,207971.7278630175
AL121988,14.9,-74.3,1988,11,Autumn,Mexico_Caribean,-8271038.165940227,1677678.1860015187,52.0,-46.0,1988,11,-5120696.576490585,6800125.454397307,9 days 00:00:00.000000000,5146.719969412764,216162.23871533608
AL131988,20.3,-84.7,1988,5,Spring,Mexico_Caribean,-9428760.870190272,2308604.115398843,25.0,-80.0,1988,6,-8905559.263461886,2875744.6243522423,2 days 00:00:00.000000000,732.04983808517,30746.09319957714
AL141988,25.0,-74.5,1988,8,Summer,Atlantic,-8293302.064098882,2875744.6243522423,30.5,-82.0,1988,8,-9128198.245048434,3567983.4559358223,1 days 12:00:00.000000000,1014.9246001693589,42626.83320711307
AL151988,13.0,-21.0,1988,8,Summer,Atlantic,-2337709.3066587453,1459732.2718804963,43.0,-62.0,1988,8,-6901808.429182962,5311971.846945471,11 days 00:00:00.000000000,5588.945905672437,234735.72803824238
AL161988,12.5,-60.7,1988,8,Summer,Atlantic,-6757093.091151707,1402665.189967927,16.0,-85.1,1988,8,-9473288.666507581,1804722.766257292,3 days 18:00:00.000000000,2720.39993034452,114256.79707446983
AL171988,28.0,-93.5,1988,9,Autumn,Mexico_Caribean,-10408372.38917108,3248973.7896509725,28.0,-92.5,1988,9,-10297052.898377806,3248973.7896509725,0 days 06:00:00.000000000,107.89188195830711,4531.459042248898
AL181988,11.5,-20.6,1988,9,Autumn,Atlantic,-2293181.510341436,1288857.180495907,12.0,-28.8,1988,9,-3206001.334846279,1345708.408409107,1 days 06:00:00.000000000,908.7071085582974,38165.69855944849
AL191988,12.9,-72.7,1988,10,Autumn,Mexico_Caribean,-8092926.9806709895,1448309.802150294,14.3,-72.7,1988,10,-8092926.9806709895,1608657.4067022006,2 days 00:00:00.000000000,155.67289730238224,6538.261686700054
AL011989,20.7,-94.3,1989,6,Summer,Mexico_Caribean,-10497427.981805699,2356142.531225168,19.2,-93.7,1989,6,-10430636.287329735,2178496.8842412396,1 days 12:00:00.000000000,179.26962862347662,7529.324402186018
AL021989,27.0,-96.0,1989,6,Summer,Mexico_Caribean,-10686671.116154265,3123471.749104577,32.8,-93.8,1989,7,-10441768.23640906,3868787.2980985106,6 days 18:00:00.000000000,686.9153768252196,28850.445826659223
AL031989,12.8,-37.8,1989,7,Summer,Atlantic,-4207876.751985741,1436891.8974580714,23.3,-58.1,1989,7,-6467662.415089196,2668339.105750191,4 days 06:00:00.000000000,2519.756472454716,105829.77184309807
AL041989,22.5,-90.0,1989,7,Summer,Mexico_Caribean,-10018754.171394622,2571663.047173645,34.5,-98.5,1989,8,-10964969.843137447,4096139.0404472323,3 days 12:00:00.000000000,1619.6522841197557,68025.39593302974
AL051989,14.8,-41.8,1989,7,Summer,Atlantic,-4653154.715158835,1666161.5819088097,51.8,-41.9,1989,8,-4664286.664238163,6764043.36074775,9 days 00:00:00.000000000,4114.226669372815,172797.52011365825
AL061989,15.8,-20.8,1989,8,Summer,Atlantic,-2315445.4085000907,1781573.1821900632,17.7,-55.1,1989,8,-6133703.942709374,2002463.7486873388,8 days 18:00:00.000000000,3778.210371355676,158684.8355969384
AL071989,14.3,-22.4,1989,8,Summer,Atlantic,-2493556.593769328,1608657.4067022006,51.9,-31.8,1989,8,-3539959.8072261,6782064.328749425,9 days 00:00:00.000000000,4304.475098131114,180787.95412150677
AL081989,16.8,-21.0,1989,8,Summer,Atlantic,-2337709.3066587453,1897556.2324093361,42.5,-29.0,1989,9,-3228265.2330049337,5236173.783920941,15 days 12:00:00.000000000,2986.8238203638653,125446.60045528234
AL091989,13.0,-48.2,1989,8,Summer,Atlantic,-5365599.456235787,1459732.2718804963,13.8,-53.4,1989,8,-5944460.808360809,1551281.003881563,1 days 06:00:00.000000000,581.1168383194718,24406.907209417812
AL101989,11.6,-21.0,1989,8,Summer,Atlantic,-2337709.3066587453,1300219.208188275,43.8,-51.5,1989,9,-5732953.775853589,5434543.708480056,14 days 00:00:00.000000000,4900.595371914856,205825.00562042394
AL111989,13.2,-20.0,1989,9,Autumn,Atlantic,-2226389.8158654715,1482591.060427771,58.0,-46.0,1989,9,-5120696.576490585,7967317.535015907,15 days 00:00:00.000000000,5733.650567465512,240813.3238335515
AL121989,11.3,-44.0,1989,9,Autumn,Atlantic,-4898057.594904037,1266145.189204666,22.5,-67.0,1989,9,-7458405.88314933,2571663.047173645,5 days 00:00:00.000000000,2823.8910959453865,118603.42602970623
AL131989,11.9,-43.0,1989,10,Autumn,Atlantic,-4786738.104110764,1334329.8696704558,22.3,-49.4,1989,10,-5499182.845187714,2547582.1334137605,3 days 12:00:00.000000000,1354.3432118779733,56882.41489887488
AL141989,19.4,-92.4,1989,10,Autumn,Mexico_Caribean,-10285920.949298479,2202086.5110550304,33.8,-93.8,1989,10,-10441768.23640906,4001978.423556841,4 days 06:00:00.000000000,1608.4035560532973,67552.94935423849
AL151989,17.1,-84.0,1989,11,Autumn,Mexico_Caribean,-9350837.226634981,1932468.7404952252,16.5,-83.9,1989,12,-9339705.277555654,1862698.8721506866,5 days 18:00:00.000000000,67.61773525930151,2839.9448808906636
AL011990,18.8,-84.0,1990,5,Spring,Mexico_Caribean,-9350837.226634981,2131403.2476535104,24.0,-82.2,1990,5,-9150462.143207088,2753408.109364979,1 days 12:00:00.000000000,610.7722905241245,25652.43620201323
AL021990,8.8,-41.9,1990,7,Summer,Atlantic,-4664286.664238163,983485.8254568293,16.5,-75.6,1990,7,-8415753.503971482,1862698.8721506866,5 days 06:00:00.000000000,3824.5076226617803,160629.32015179476
AL031990,34.0,-75.0,1990,7,Summer,Atlantic,-8348961.809495519,4028802.0261344067,48.4,-60.0,1990,8,-6679169.447596415,6173660.451962929,9 days 00:00:00.000000000,2239.329724312206,94051.84842111265
AL041990,10.1,-22.2,1990,7,Summer,Atlantic,-2471292.6956106736,1130195.3976388907,26.8,-46.3,1990,8,-5154092.423728567,3098506.536103415,7 days 12:00:00.000000000,3241.1837096627423,136129.71580583518
AL061990,38.0,-23.0,1990,8,Summer,Atlantic,-2560348.2882452924,4579425.812870097,38.0,-16.6,1990,8,-1847903.5471683417,4579425.812870097,10 days 18:00:00.000000000,672.8388400897805,28259.231283770783
AL051990,13.2,-79.5,1990,8,Summer,Mexico_Caribean,-8849899.51806525,1482591.060427771,22.5,-107.0,1990,8,-11911185.514880273,2571663.047173645,5 days 12:00:00.000000000,3196.2545043975297,134242.68918469624
AL071990,9.0,-32.1,1990,8,Summer,Atlantic,-3573355.654464082,1006021.0627551338,10.2,-61.3,1990,8,-6823884.785627671,1141504.3357174317,3 days 00:00:00.000000000,3238.079590235753,135999.34278990162
AL081990,12.6,-45.9,1990,8,Summer,Atlantic,-5109564.6274112575,1414069.6296580816,48.5,-44.5,1990,9,-4953717.340300675,6190443.809135449,10 days 00:00:00.000000000,3994.836232189169,167783.12175194512
AL091990,12.5,-35.0,1990,8,Summer,Atlantic,-3896182.1777645755,1402665.189967927,36.2,-51.2,1990,8,-5699557.928615607,4328176.075298277,6 days 06:00:00.000000000,3178.011963662622,133476.50247383013
AL101990,7.2,-23.4,1990,9,Autumn,Atlantic,-2604876.0845626015,803618.1642596718,50.0,-39.5,1990,9,-4397119.886334307,6446275.841017158,13 days 12:00:00.000000000,5083.045077279001,213487.89324571803
AL111990,15.0,-45.0,1990,9,Autumn,Atlantic,-5009377.085697311,1689200.1396078935,19.8,-55.0,1990,9,-6122571.993630047,2249353.171430874,9 days 00:00:00.000000000,1222.2193610524903,51333.21316420459
AL121990,14.0,-32.0,1990,9,Autumn,Atlantic,-3562223.7053847546,1574216.548161465,41.0,-42.9,1990,10,-4775606.155031436,5012341.663847518,15 days 06:00:00.000000000,3229.72167756953,135648.31045792028
AL131990,15.6,-59.3,1990,10,Autumn,Atlantic,-6601245.804041123,1758446.4530675344,24.5,-73.4,1990,10,-8170850.624226281,2814454.732309769,6 days 00:00:00.000000000,1835.377260005459,77085.84492022928
AL141990,36.0,-44.0,1990,10,Autumn,Atlantic,-4898057.594904037,4300621.372044271,47.5,-51.0,1990,10,-5677294.030456953,6024072.119373783,9 days 06:00:00.000000000,1471.753802417871,61813.659701550576
AL151990,22.5,-79.5,1990,10,Autumn,Atlantic,-8849899.51806525,2571663.047173645,34.0,-81.0,1990,10,-9016878.75425516,4028802.0261344067,4 days 00:00:00.000000000,1288.9721052714942,54136.82842140276
AL161990,22.2,-60.4,1990,10,Autumn,Atlantic,-6723697.243913724,2535554.6198507366,27.7,-64.9,1990,10,-7224634.952483456,3211203.033771442,5 days 12:00:00.000000000,782.8995459149063,32881.780928426066
AL011991,25.9,-78.0,1991,6,Summer,Atlantic,-8682920.281875338,2986700.777624982,37.0,-50.7,1991,7,-5643898.183218971,4439106.787250586,6 days 00:00:00.000000000,3175.2564645942048,133360.7715129566
AL021991,23.4,-96.2,1991,7,Summer,Mexico_Caribean,-10708935.01431292,2680464.0819783327,23.4,-98.0,1991,7,-10909310.09774081,2680464.0819783327,1 days 06:00:00.000000000,195.99196399807147,8231.662487919002
AL031991,25.6,-74.3,1991,8,Summer,Atlantic,-8271038.165940227,2949622.9843312614,40.0,-9.9,1991,8,-1102062.9588534085,4865942.279503176,13 days 00:00:00.000000000,7046.75717443503,295963.80132627126
AL041991,14.5,-23.1,1991,8,Summer,Atlantic,-2571480.2373246197,1631643.4670073595,14.7,-29.6,1991,8,-3295056.9274808983,1654650.287315491,1 days 12:00:00.000000000,717.2476839289077,30124.402725014123
AL051991,10.5,-30.8,1991,8,Summer,Atlantic,-3428640.316432826,1175452.6085934306,12.7,-52.8,1991,8,-5877669.113884845,1425478.519403155,3 days 00:00:00.000000000,2446.063001054121,102734.64604427307
AL061991,26.7,-55.9,1991,9,Autumn,Atlantic,-6222759.535343993,3086040.4513291907,37.0,-25.9,1991,9,-2883174.8115457855,4439106.787250586,10 days 06:00:00.000000000,3408.5057208912194,143157.2402774312
