ID,Latitude_start,Longitude_start,Year_start,Month_start,Season,Zones,x_start,y_start,Latitude_end,Longitude_end,Year_end,Month_end,x_end,y_end,Duration,Distance,Distance_draw
AL142007,14.0,-25.8,2007,9,Autumn,Atlantic,-2872042.862466458,1574216.548161465,24.6,-53.5,2007,10,-5955592.757440137,2826693.0380219044,7 days 12:00:00.000000000,3261.588651767247,136986.72337422438
AL152007,29.5,-52.6,2007,10,Autumn,Atlantic,-5855405.21572619,3439440.06073126,48.7,-25.2,2007,10,-2805251.167990494,6224110.131660086,6 days 06:00:00.000000000,3588.2860553474693,150708.0143245937
AL162007,18.0,-60.2,2007,10,Autumn,Atlantic,-6701433.3457550695,2037548.5447506013,64.2,-50.4,2007,11,-5610502.335980988,9400734.673661597,13 days 00:00:00.000000000,5244.120481131671,220253.0602075302
AL172007,18.3,-61.8,2007,12,Winter,Atlantic,-6879544.531024307,2072693.0809751356,26.3,-85.2,2007,12,-9484420.615586909,3036284.923313025,5 days 18:00:00.000000000,2705.2061489787116,113618.65825710588
AL012008,17.5,-87.5,2008,5,Spring,Mexico_Caribean,-9740455.444411438,1979106.4997243867,17.6,-91.1,2008,6,-10141205.611267222,1990781.8912618742,2 days 00:00:00.000000000,395.771003147659,16622.382132201677
AL022008,12.7,-22.9,2008,7,Summer,Atlantic,-2549216.3391659646,1425478.519403155,58.5,-27.0,2008,7,-3005626.2514183866,8073093.6119444575,18 days 00:00:00.000000000,5112.41960184733,214721.62327758787
AL032008,31.7,-79.8,2008,7,Summer,Atlantic,-8883295.365303231,3723995.0672950866,44.4,-57.5,2008,7,-6400870.720613231,5527553.215435862,4 days 06:00:00.000000000,2740.211403806806,115088.87895988586
AL042008,17.8,-83.6,2008,7,Summer,Mexico_Caribean,-9306309.43031767,2014152.1147909653,32.9,-106.3,2008,7,-11833261.87132498,3882038.1457198407,6 days 12:00:00.000000000,2987.2208618241066,125463.27619661248
AL052008,28.1,-87.4,2008,8,Summer,Mexico_Caribean,-9729323.49533211,3261587.3618431184,32.7,-98.7,2008,8,-10987233.741296103,3855551.3465079414,3 days 06:00:00.000000000,1316.2507369417895,55282.530951555156
AL062008,18.4,-67.4,2008,8,Summer,Atlantic,-7502933.67946664,2084421.404033635,37.7,-82.6,2008,8,-9194989.939524397,4537132.130042942,12 days 18:00:00.000000000,2706.4255783894105,113669.87429235523
AL072008,13.5,-67.4,2008,8,Summer,Mexico_Caribean,-7502933.67946664,1516914.445337236,43.7,-83.8,2008,9,-9328573.328476327,5419133.259362267,11 days 12:00:00.000000000,3806.347236217558,159866.58392113744
AL082008,19.4,-57.3,2008,8,Summer,Atlantic,-6378606.822454575,2202086.5110550304,47.8,-52.1,2008,9,-5799745.470329554,6073646.223350629,11 days 12:00:00.000000000,3207.264201163667,134705.096448874
AL092008,17.2,-37.0,2008,9,Autumn,Atlantic,-4118821.1593511226,1944118.6941882698,47.2,-71.1,2008,9,-7914815.795401751,5974780.482145987,14 days 06:00:00.000000000,4975.498197114544,208970.92427881085
AL102008,12.3,-21.9,2008,9,Autumn,Atlantic,-2437896.8483726913,1379869.5080911643,16.3,-53.6,2008,9,-5966724.706519464,1839490.7129754247,8 days 00:00:00.000000000,3525.839966191296,148085.2785800344
AL112008,21.5,-70.0,2008,9,Autumn,Atlantic,-7792364.355529151,2451599.0873778537,48.1,-60.8,2008,9,-6768225.040231033,6123507.424977484,5 days 12:00:00.000000000,3117.9906950505765,130955.60919212422
AL122008,39.0,-35.0,2008,9,Autumn,Atlantic,-3896182.1777645755,4721671.572580107,56.0,-26.0,2008,10,-2894306.7606251133,7558415.656081782,8 days 06:00:00.000000000,2102.1275748549015,88289.35814390586
AL132008,18.5,-91.7,2008,10,Autumn,Mexico_Caribean,-10207997.305743188,2096156.5384662852,19.9,-96.9,2008,10,-10786858.65786821,2261188.30930251,1 days 18:00:00.000000000,590.9994658272194,24821.977564743214
AL142008,15.5,-36.6,2008,10,Autumn,Atlantic,-4074293.3630338134,1746891.5570753578,22.0,-48.0,2008,10,-5343335.558077132,2511525.234845713,3 days 06:00:00.000000000,1445.1846892995868,60697.75695058265
AL152008,15.4,-69.0,2008,10,Autumn,Mexico_Caribean,-7681044.864735877,1735342.252565708,38.3,-43.3,2008,10,-4820133.951348745,4621892.867064265,7 days 18:00:00.000000000,3785.8473808605368,159005.58999614255
AL162008,15.5,-82.8,2008,10,Autumn,Mexico_Caribean,-9217253.837683052,1746891.5570753578,15.3,-85.6,2008,10,-9528948.411904218,1723798.4989824079,1 days 12:00:00.000000000,309.33853303972637,12992.218387668509
AL172008,13.7,-81.7,2008,11,Autumn,Mexico_Caribean,-9094802.397810452,1539820.6224079386,28.9,-85.6,2008,11,-9528948.411904218,3362924.4219808686,8 days 12:00:00.000000000,1743.44471525047,73224.67804051974
AL012009,30.6,-75.4,2009,5,Spring,Atlantic,-8393489.605812829,3580909.760461875,41.0,-58.6,2009,5,-6523322.160485832,5012341.663847518,3 days 12:00:00.000000000,2122.61893276527,89149.99517614134
AL022009,14.3,-24.0,2009,8,Summer,Atlantic,-2671667.779038566,1608657.4067022006,14.6,-54.8,2009,8,-6100308.095471391,1643144.262294921,6 days 06:00:00.000000000,3397.1133431801895,142678.76041356797
AL032009,11.8,-32.0,2009,8,Summer,Atlantic,-3562223.7053847546,1322955.5151757807,53.0,-13.0,2009,8,-1447153.3803125566,6982997.920389788,10 days 18:00:00.000000000,5032.457035025047,211363.19547105196
AL042009,27.0,-83.4,2009,8,Summer,Mexico_Caribean,-9284045.532159017,3123471.749104577,32.8,-88.3,2009,8,-9829511.037046056,3868787.2980985106,1 days 12:00:00.000000000,832.6572013756943,34971.60245777916
AL052009,24.6,-70.1,2009,8,Summer,Atlantic,-7803496.304608477,2826693.0380219044,31.0,-75.0,2009,8,-8348961.809495519,3632749.143384427,2 days 12:00:00.000000000,886.8587208769356,37248.0662768313
AL062009,16.7,-57.3,2009,9,Autumn,Atlantic,-6378606.822454575,1885931.0405919403,17.0,-66.5,2009,9,-7402746.137752693,1920825.0403774658,2 days 12:00:00.000000000,1012.4814101007157,42524.21922423006
AL072009,11.8,-24.0,2009,9,Autumn,Atlantic,-2671667.779038566,1322955.5151757807,26.6,-69.8,2009,9,-7770100.457370495,3073585.3046073965,11 days 18:00:00.000000000,5298.314945785571,222529.22772299396
AL082009,14.8,-29.0,2009,9,Autumn,Atlantic,-3228265.2330049337,1666161.5819088097,18.6,-35.2,2009,9,-3918446.0759232305,2107898.527978212,1 days 12:00:00.000000000,802.4979204758706,33704.91265998656
AL092009,46.0,-43.2,2009,9,Autumn,Atlantic,-4809002.002269419,5780349.220256355,50.8,-7.7,2009,10,-857160.0791082066,6585991.998099624,9 days 00:00:00.000000000,3631.182161282317,152509.6507738573
AL102009,15.1,-49.2,2009,10,Autumn,Atlantic,-5476918.947029061,1700727.4828306183,20.2,-71.7,2009,10,-7981607.489877716,2296738.784255179,5 days 12:00:00.000000000,2537.1053308802943,106558.42389697237
AL112009,11.0,-81.3,2009,11,Autumn,Mexico_Caribean,-9050274.601493143,1232106.80189676,30.8,-85.5,2009,11,-9517816.46282489,3606802.484325358,7 days 00:00:00.000000000,2249.6301148811935,94484.46482501013
AL012010,15.9,-82.0,2010,6,Summer,Mexico_Caribean,-9128198.245048434,1793145.096901021,23.2,-101.9,2010,7,-11343456.111834578,2656223.2399355415,7 days 06:00:00.000000000,2328.2589317784286,97786.875134694
AL022010,21.5,-91.1,2010,7,Summer,Mexico_Caribean,-10141205.611267222,2451599.0873778537,28.1,-102.2,2010,7,-11376851.95907256,3261587.3618431184,2 days 18:00:00.000000000,1411.9143076044759,59300.40091938799
AL032010,21.5,-73.8,2010,7,Summer,Atlantic,-8215378.42054359,2451599.0873778537,30.1,-91.0,2010,7,-10130073.662187897,3516410.3982930523,3 days 12:00:00.000000000,2096.8332822715984,88066.99785540713
AL042010,12.5,-40.7,2010,8,Summer,Atlantic,-4530703.275286235,1402665.189967927,30.3,-65.7,2010,8,-7313690.545118075,3542170.6276430194,5 days 18:00:00.000000000,3383.883156744347,142123.0925832626
AL052010,25.7,-83.0,2010,8,Summer,Mexico_Caribean,-9239517.735841706,2961971.8533237535,31.7,-91.0,2010,8,-10130073.662187897,3723995.0672950866,7 days 18:00:00.000000000,1090.2140976889684,45788.992102936674
AL062010,10.7,-31.1,2010,8,Summer,Atlantic,-3462036.1636708085,1198103.0405602609,57.5,-23.0,2010,9,-2560348.2882452924,7863008.51105118,12 days 12:00:00.000000000,5279.611552837549,221743.68521917707
AL072010,12.4,-19.3,2010,8,Summer,Atlantic,-2148466.17231018,1391265.1621495984,55.7,-53.5,2010,9,-5955592.757440137,7498924.477653491,13 days 00:00:00.000000000,6098.595863651575,256141.02627336615
AL082010,14.0,-41.8,2010,8,Summer,Atlantic,-4653154.715158835,1574216.548161465,34.1,-62.0,2010,9,-6901808.429182962,4042237.4996761656,5 days 18:00:00.000000000,3143.434817681541,132024.26234262472
AL092010,12.2,-32.2,2010,9,Autumn,Atlantic,-3584487.6035434096,1368478.1897511792,17.4,-67.7,2010,9,-7536329.5267046215,1967437.5313950605,7 days 06:00:00.000000000,3957.6818990637626,166222.63976067802
AL102010,17.5,-95.6,2010,9,Autumn,Mexico_Caribean,-10642143.319836954,1979106.4997243867,37.5,-95.0,2010,9,-10575351.62536099,4509031.393076654,5 days 06:00:00.000000000,2224.8542370287687,93443.87795520829
AL112010,14.0,-22.7,2010,9,Autumn,Atlantic,-2526952.44100731,1574216.548161465,58.5,-51.0,2010,9,-5677294.030456953,8073093.6119444575,14 days 18:00:00.000000000,5829.833541649812,244853.00874929212
AL122010,12.9,-20.5,2010,9,Autumn,Atlantic,-2282049.5612621084,1448309.802150294,30.6,-44.3,2010,9,-4931453.442142019,3580909.760461875,12 days 12:00:00.000000000,3269.901770764393,137335.8743721045
AL132010,16.3,-78.5,2010,9,Autumn,Mexico_Caribean,-8738580.027271977,1839490.7129754247,18.6,-97.4,2010,9,-10842518.403264847,2107898.527978212,4 days 12:00:00.000000000,2092.9042484124175,87901.97843332154
AL142010,15.2,-32.0,2010,9,Autumn,Atlantic,-3562223.7053847546,1712260.2558615336,30.2,-31.5,2010,9,-3506563.9599881177,3529283.971113809,9 days 00:00:00.000000000,1668.8206414079148,70090.46693913241
AL152010,13.7,-74.8,2010,9,Autumn,Mexico_Caribean,-8326697.911336863,1539820.6224079386,17.2,-93.3,2010,9,-10386108.491012424,1944118.6941882698,3 days 06:00:00.000000000,2075.4879670893715,87170.4946177536
AL162010,19.4,-84.1,2010,9,Autumn,Mexico_Caribean,-9361969.175714308,2202086.5110550304,27.4,-78.5,2010,9,-8738580.027271977,3173535.966325065,2 days 12:00:00.000000000,1078.8148164487461,45310.222290847334
AL172010,22.0,-67.2,2010,10,Autumn,Atlantic,-7480669.781307985,2511525.234845713,31.7,-14.7,2010,10,-1636396.5146611216,3723995.0672950866,11 days 12:00:00.000000000,5777.33906721019,242648.24082282797
AL182010,13.9,-81.8,2010,10,Autumn,Mexico_Caribean,-9105934.346889779,1562746.299408961,23.0,-79.1,2010,10,-8805371.72174794,2632018.637586423,4 days 18:00:00.000000000,1054.483439047559,44288.304439997475
AL192010,17.2,-83.4,2010,10,Autumn,Mexico_Caribean,-9284045.532159017,1944118.6941882698,20.1,-92.9,2010,10,-10341580.694695117,2284881.0700673275,6 days 18:00:00.000000000,1091.2315384840124,45831.72461632852
AL202010,25.6,-61.2,2010,10,Autumn,Atlantic,-6812752.836548343,2949622.9843312614,37.0,-53.5,2010,10,-5955592.757440137,4439106.787250586,2 days 00:00:00.000000000,1513.014246595897,63546.59835702767
AL212010,9.0,-53.7,2010,10,Autumn,Atlantic,-5977856.655598791,1006021.0627551338,42.0,-53.5,2010,11,-5955592.757440137,5160979.444049783,12 days 12:00:00.000000000,3669.498906297902,154118.9540645119
AL012011,19.9,-92.8,2011,6,Summer,Mexico_Caribean,-10330448.745615788,2261188.30930251,21.1,-98.7,2011,7,-10987233.741296103,2403806.521646825,2 days 18:00:00.000000000,659.2307067114808,27687.689681882195
AL022011,30.7,-79.7,2011,7,Summer,Atlantic,-8872163.416223904,3593849.414225508,39.8,-57.0,2011,7,-6345210.9752165945,4836921.246399851,7 days 00:00:00.000000000,2611.2342726605043,109671.83945174118
AL032011,33.0,-59.5,2011,7,Summer,Atlantic,-6623509.702199778,3895303.9633938945,50.0,-27.8,2011,7,-3094681.844053006,6446275.841017158,3 days 00:00:00.000000000,3807.6113345867343,159919.67605264284
AL042011,21.6,-85.7,2011,7,Summer,Mexico_Caribean,-9540080.360983547,2463567.6738498546,27.8,-98.1,2011,7,-10920442.046820138,3223781.6854985543,3 days 00:00:00.000000000,1513.701009337058,63575.44239215643
AL052011,14.9,-61.4,2011,8,Summer,Mexico_Caribean,-6835016.734706998,1677678.1860015187,30.7,-74.8,2011,8,-8326697.911336863,3593849.414225508,5 days 18:00:00.000000000,2288.3124500827907,96109.12290347721
AL062011,34.7,-66.0,2011,8,Summer,Atlantic,-7347086.392356057,4123186.709668859,35.6,-37.9,2011,8,-4219008.701065068,4245720.660441582,3 days 12:00:00.000000000,2977.667364949955,125062.0293278981
AL072011,26.2,-58.0,2011,8,Summer,Atlantic,-6456530.466009867,3023872.9604291576,44.9,-44.8,2011,8,-4987113.187538656,5605792.247207348,4 days 12:00:00.000000000,2509.4085520361646,105395.15918551892
AL082011,15.4,-82.0,2011,8,Summer,Mexico_Caribean,-9128198.245048434,1735342.252565708,18.1,-97.2,2011,8,-10820254.505106192,2049256.6947467634,3 days 12:00:00.000000000,1698.9640217853407,71356.48891498431
AL092011,15.0,-59.0,2011,8,Summer,Atlantic,-6567849.956803141,1689200.1396078935,53.0,-60.0,2011,8,-6679169.447596415,6982997.920389788,9 days 00:00:00.000000000,4226.805440834761,177525.82851505995
AL102011,12.3,-29.0,2011,8,Summer,Atlantic,-3228265.2330049337,1379869.5080911643,15.8,-33.9,2011,8,-3773730.7378919744,1781573.1821900632,2 days 00:00:00.000000000,666.3329167073015,27985.98250170666
AL112011,27.3,-59.0,2011,8,Summer,Atlantic,-6567849.956803141,3161003.042871573,38.3,-63.8,2011,8,-7102183.512610855,4621892.867064265,3 days 00:00:00.000000000,1326.3455511968066,55706.51315026588
AL122011,9.5,-19.0,2011,8,Summer,Atlantic,-2115070.325072198,1062414.3112675361,59.5,-0.0,2011,9,-0.0,8289249.926586543,15 days 18:00:00.000000000,5942.375074047645,249579.7531100011
AL202011,37.1,-64.3,2011,8,Summer,Atlantic,-7157843.258007491,4453054.678866078,42.4,-57.8,2011,9,-6434266.567851213,5221087.110313787,3 days 06:00:00.000000000,899.8061639444358,37791.858885666305
AL132011,26.6,-91.4,2011,9,Autumn,Mexico_Caribean,-10174601.458505206,3073585.3046073965,34.9,-85.3,2011,9,-9495552.564666236,4150299.833732607,4 days 18:00:00.000000000,1131.5382602528866,47524.60693062124
AL142011,11.5,-35.9,2011,9,Autumn,Atlantic,-3996369.7194785215,1288857.180495907,46.7,-53.9,2011,9,-6000120.553757446,5893243.176525352,10 days 00:00:00.000000000,4384.066762705974,184130.8040336509
AL152011,20.3,-93.9,2011,9,Autumn,Mexico_Caribean,-10452900.18548839,2308604.115398843,20.5,-97.8,2011,9,-10887046.199582156,2332357.8126193313,5 days 06:00:00.000000000,427.3831563225306,17950.092565546285
AL162011,11.6,-37.0,2011,9,Autumn,Atlantic,-4118821.1593511226,1300219.208188275,51.3,-31.9,2011,10,-3551091.7563054273,6674532.798473083,14 days 06:00:00.000000000,4449.733625391275,186888.81226643355
AL172011,8.3,-17.5,2011,9,Autumn,Atlantic,-1948091.0888822877,927200.3669475605,37.5,-43.6,2011,10,-4853529.798586728,4509031.393076654,16 days 00:00:00.000000000,4341.979673443445,182363.14628462467
AL182011,12.7,-81.0,2011,10,Autumn,Mexico_Caribean,-9016878.75425516,1425478.519403155,21.5,-84.2,2011,10,-9373101.124793636,2451599.0873778537,7 days 06:00:00.000000000,1040.002182000342,43680.09164401436
AL192011,28.5,-70.0,2011,11,Autumn,Atlantic,-7792364.355529151,3312159.8598184385,42.5,-52.4,2011,11,-5833141.317567536,5236173.783920941,6 days 18:00:00.000000000,2432.175251044646,102151.36054387513
AL012012,33.1,-77.0,2012,5,Spring,Atlantic,-8571600.791082066,3908584.825485164,35.9,-66.0,2012,5,-7347086.392356057,4286870.23604428,4 days 18:00:00.000000000,1208.8873695527443,50773.26952121526
AL022012,30.1,-76.1,2012,5,Spring,Atlantic,-8471413.249368118,3516410.3982930523,38.1,-53.2,2012,6,-5922196.910202155,4593562.106521996,7 days 12:00:00.000000000,2592.7938183971087,108897.34037267856
AL032012,28.8,-68.8,2012,6,Summer,Atlantic,-7658780.966577222,3350215.060088937,43.7,-38.2,2012,6,-4252404.548303051,5419133.259362267,7 days 12:00:00.000000000,3639.9383282665494,152877.40978719507
AL042012,25.5,-87.6,2012,6,Summer,Mexico_Caribean,-9751587.393490765,2937284.4374238458,29.5,-80.3,2012,6,-8938955.110699868,3439440.06073126,4 days 00:00:00.000000000,905.4041498857541,38026.974295201675
AL052012,11.6,-46.7,2012,8,Summer,Atlantic,-5198620.220045877,1300219.208188275,17.9,-97.2,2012,8,-10820254.505106192,2025847.0324741958,8 days 18:00:00.000000000,5613.4261185552705,235763.89697932135
AL062012,12.2,-23.1,2012,8,Summer,Atlantic,-2571480.2373246197,1368478.1897511792,18.4,-52.9,2012,8,-5888801.062964172,2084421.404033635,5 days 00:00:00.000000000,3357.051442986195,140996.16060542018
AL072012,13.7,-43.0,2012,8,Summer,Atlantic,-4786738.104110764,1539820.6224079386,22.7,-98.9,2012,8,-11009497.639454758,2595778.804307132,9 days 06:00:00.000000000,6220.752209315218,261271.59279123918
AL082012,27.6,-54.6,2012,8,Summer,Atlantic,-6078044.197312738,3198635.9028256666,39.8,-16.6,2012,8,-1847903.5471683417,4836921.246399851,6 days 00:00:00.000000000,4268.39467257244,179272.5762480425
AL092012,15.7,-44.8,2012,8,Summer,Atlantic,-4987113.187538656,1770006.9811914344,38.4,-93.3,2012,9,-10386108.491012424,4636087.5271394625,11 days 18:00:00.000000000,5852.586980392985,245808.65317650538
AL102012,10.7,-31.7,2012,8,Summer,Atlantic,-3528827.8581467723,1198103.0405602609,17.4,-45.4,2012,8,-5053904.88201462,1967437.5313950605,2 days 18:00:00.000000000,1686.4374870629715,70830.3744566448
AL112012,23.9,-43.4,2012,8,Summer,Atlantic,-4831265.9004280735,2741227.39989258,51.7,-30.9,2012,9,-3439772.2655121535,6746062.317560978,5 days 06:00:00.000000000,3365.2190826892443,141339.20147294825
AL122012,12.9,-27.4,2012,8,Summer,Atlantic,-3050154.0477356957,1448309.802150294,55.5,-48.5,2012,9,-5398995.303473769,7459516.94137966,14 days 12:00:00.000000000,5268.376697211569,221271.8212828859
AL132012,28.9,-36.7,2012,9,Autumn,Atlantic,-4085425.3121131407,3362924.4219808686,45.0,-42.6,2012,9,-4742210.307793454,5621521.486192066,10 days 06:00:00.000000000,1896.0742078522853,79635.11672979599
AL152012,12.4,-38.0,2012,10,Autumn,Atlantic,-4230140.650144396,1391265.1621495984,23.5,-37.8,2012,10,-4207876.751985741,2692598.2193217874,3 days 00:00:00.000000000,1234.459900987797,51847.31584148748
AL162012,25.5,-72.5,2012,10,Autumn,Atlantic,-8070663.082512335,2937284.4374238458,25.3,-71.7,2012,10,-7981607.489877716,2912638.0910063866,2 days 12:00:00.000000000,89.58389193998418,3762.5234614793358
AL172012,14.7,-62.7,2012,10,Autumn,Mexico_Caribean,-6979732.0727382535,1654650.287315491,40.0,-7.5,2012,10,-834896.1809495519,4865942.279503176,13 days 18:00:00.000000000,6642.230503105248,278973.6811304204
AL182012,14.3,-77.4,2012,10,Autumn,Mexico_Caribean,-8616128.587399377,1608657.4067022006,41.5,-80.7,2012,10,-8983482.907017179,5086373.649287362,9 days 18:00:00.000000000,3045.8767266794734,127926.82252053788
AL192012,20.1,-50.8,2012,10,Autumn,Atlantic,-5655030.132298297,2284881.0700673275,30.9,-28.6,2012,10,-3183737.4366876245,3619769.038150871,4 days 18:00:00.000000000,2693.8242401858843,113140.61808780715
AL012013,25.1,-86.6,2013,6,Summer,Mexico_Caribean,-9640267.90269749,2888032.378337789,44.5,-67.0,2013,6,-7458405.88314933,5543147.203861799,3 days 00:00:00.000000000,3004.096511622626,126172.0534881503
AL022013,12.4,-81.5,2013,6,Summer,Mexico_Caribean,-9072538.499651797,1391265.1621495984,19.6,-97.5,2013,6,-10853650.352344174,2225705.1534627816,5 days 00:00:00.000000000,1936.3970876281492,81328.67768038227
AL032013,9.3,-41.4,2013,7,Summer,Atlantic,-4608626.918841526,1039847.3760265777,16.7,-71.2,2013,7,-7925947.744481079,1885931.0405919403,3 days 00:00:00.000000000,3395.9634098621455,142630.46321421012
AL042013,11.3,-20.0,2013,7,Summer,Atlantic,-2226389.8158654715,1266145.189204666,32.4,-75.6,2013,8,-8415753.503971482,3815932.132785206,12 days 12:00:00.000000000,6544.243807829084,274858.23992882157
AL052013,13.9,-23.3,2013,8,Summer,Atlantic,-2593744.1354832747,1562746.299408961,20.0,-42.8,2013,8,-4764474.205952109,2273030.926987689,4 days 18:00:00.000000000,2250.324356566405,94513.62297578901
AL062013,18.7,-94.2,2013,8,Summer,Mexico_Caribean,-10486296.032726372,2119647.4163929815,20.5,-98.2,2013,8,-10931573.995899467,2332357.8126193313,1 days 06:00:00.000000000,481.8455646414446,20237.513714940673
AL072013,16.2,-65.9,2013,9,Autumn,Mexico_Caribean,-7335954.443276729,1827895.5331194468,37.7,-66.6,2013,9,-7413878.0868320195,4537132.130042942,8 days 18:00:00.000000000,2391.9061233210264,100460.0571794831
AL082013,22.4,-97.4,2013,9,Autumn,Mexico_Caribean,-10842518.403264847,2559618.2595014037,21.5,-99.0,2013,9,-11020629.588534085,2451599.0873778537,0 days 18:00:00.000000000,201.2987373326755,8454.546967972372
AL092013,13.0,-17.6,2013,9,Autumn,Atlantic,-1959223.0379616152,1459732.2718804963,33.0,-44.5,2013,9,-4953717.340300675,3895303.9633938945,11 days 06:00:00.000000000,3693.4334357434973,155124.20430122688
AL102013,19.3,-92.2,2013,9,Autumn,Mexico_Caribean,-10263657.051139824,2190288.0931170937,23.7,-99.7,2013,9,-11098553.232089376,2716894.1810176135,5 days 00:00:00.000000000,954.4840367772722,40088.32954464543
AL112013,21.1,-50.0,2013,9,Autumn,Atlantic,-5565974.539663679,2403806.521646825,38.0,-28.9,2013,10,-3217133.2839256064,4579425.812870097,8 days 00:00:00.000000000,2952.9820118447,124025.2444974774
AL122013,21.5,-86.8,2013,10,Autumn,Mexico_Caribean,-9662531.800856147,2451599.0873778537,28.1,-91.9,2013,10,-10230261.203901842,3261587.3618431184,3 days 00:00:00.000000000,919.6517292407162,38625.37262811008
AL132013,27.6,-55.9,2013,10,Autumn,Atlantic,-6222759.535343993,3198635.9028256666,32.8,-43.9,2013,10,-4886925.64582471,3868787.2980985106,5 days 00:00:00.000000000,1412.4171265020232,59321.51931308497
AL142013,23.9,-52.4,2013,11,Autumn,Atlantic,-5833141.317567536,2741227.39989258,40.0,-17.1,2013,11,-1903563.2925649784,4865942.279503176,6 days 06:00:00.000000000,4186.568661160427,175835.88376873793
AL152013,34.3,-27.7,2013,12,Winter,Atlantic,-3083549.894973678,4069156.1828074576,37.1,-27.8,2013,12,-3094681.844053006,4453054.678866078,3 days 18:00:00.000000000,311.5256904077344,13084.078997124843
AL012014,32.0,-78.2,2014,6,Summer,Atlantic,-8705184.180033995,3763310.6271446524,59.5,-55.0,2014,7,-6122571.993630047,8289249.926586543,11 days 00:00:00.000000000,3887.689961085352,163282.97836558477
AL022014,9.0,-29.0,2014,7,Summer,Atlantic,-3228265.2330049337,1006021.0627551338,14.0,-55.0,2014,7,-6122571.993630047,1574216.548161465,4 days 00:00:00.000000000,2930.655990476862,123087.55160002821
AL032014,9.6,-37.1,2014,7,Summer,Atlantic,-4129953.10843045,1073702.7054964125,47.5,-15.0,2014,8,-1669792.3618991037,6024072.119373783,11 days 06:00:00.000000000,4867.4788469490695,204434.1115718609
AL042014,21.5,-72.2,2014,8,Summer,Atlantic,-8037267.235274353,2451599.0873778537,69.0,-15.0,2014,9,-1669792.3618991037,10750786.534599878,9 days 12:00:00.000000000,8036.081267256269,337515.4132247633
AL052014,19.2,-92.3,2014,9,Autumn,Mexico_Caribean,-10274789.000219151,2178496.8842412396,21.6,-101.0,2014,9,-11243268.57012063,2463567.6738498546,2 days 12:00:00.000000000,988.8548722164131,41531.904633089354
AL062014,13.7,-33.2,2014,9,Autumn,Atlantic,-3695807.0943366834,1539820.6224079386,33.4,-30.7,2014,9,-3417508.367353499,3948518.4270993923,11 days 12:00:00.000000000,2207.5830465596346,92718.48795550465
AL072014,22.0,-61.2,2014,10,Autumn,Atlantic,-6812752.836548343,2511525.234845713,33.9,-59.0,2014,10,-6567849.956803141,4015382.36007316,3 days 00:00:00.000000000,1344.435858832782,56466.30607097685
AL082014,16.4,-54.9,2014,10,Autumn,Atlantic,-6111440.04455072,1851091.8121785254,53.9,-30.9,2014,10,-3439772.2655121535,7151240.192854466,8 days 12:00:00.000000000,4913.309086707958,206358.98164173425
AL092014,19.5,-95.3,2014,10,Autumn,Mexico_Caribean,-10608747.472598972,2213892.1828597244,16.8,-90.5,2014,10,-10074413.916791258,1897556.2324093361,8 days 18:00:00.000000000,606.6150533572464,25477.83224100435
AL012015,26.8,-79.2,2015,5,Spring,Atlantic,-8816503.670827268,3098506.536103415,43.0,-67.0,2015,5,-7458405.88314933,5311971.846945471,6 days 12:00:00.000000000,2220.907493830585,93278.11474088456
AL022015,27.0,-94.3,2015,6,Summer,Mexico_Caribean,-10497427.981805699,3123471.749104577,38.9,-81.3,2015,6,-9050274.601493143,4707357.536267922,5 days 00:00:00.000000000,1918.3383192888796,80570.20941013294
AL032015,35.4,-75.4,2015,7,Summer,Atlantic,-8393489.605812829,4218373.287173401,46.0,-55.9,2015,7,-6222759.535343993,5780349.220256355,3 days 12:00:00.000000000,2351.826438701014,98776.7104254426
AL042015,9.6,-29.3,2015,8,Summer,Atlantic,-3261661.080242916,1073702.7054964125,15.8,-61.3,2015,8,-6823884.785627671,1781573.1821900632,7 days 12:00:00.000000000,3604.6045230483687,151393.3899680315
AL052015,14.3,-45.1,2015,8,Summer,Atlantic,-5020509.034776638,1608657.4067022006,17.6,-68.6,2015,8,-7636517.068418567,1990781.8912618742,3 days 18:00:00.000000000,2613.7912437914374,109779.23223924037
AL062015,11.6,-17.5,2015,8,Summer,Atlantic,-1948091.0888822877,1300219.208188275,25.3,-43.2,2015,9,-4809002.002269419,2912638.0910063866,7 days 12:00:00.000000000,3212.7819993037465,134936.84397075736
AL072015,12.0,-23.1,2015,9,Autumn,Atlantic,-2571480.2373246197,1345708.408409107,14.0,-46.4,2015,9,-5165224.372807894,1574216.548161465,4 days 00:00:00.000000000,2583.7109590710124,108515.86028098252
AL082015,31.1,-62.2,2015,9,Autumn,Atlantic,-6924072.327341617,3645742.868003531,35.7,-60.3,2015,9,-6712565.294834397,4259419.9655479165,3 days 00:00:00.000000000,550.094468326656,23103.967669719554
AL092015,11.5,-40.3,2015,9,Autumn,Atlantic,-4486175.478968925,1288857.180495907,18.5,-49.4,2015,9,-5499182.845187714,2096156.5384662852,4 days 12:00:00.000000000,1270.3605033063532,53355.141138866835
AL102015,9.4,-24.2,2015,9,Autumn,Atlantic,-2693931.6771972207,1051129.2135379855,24.1,-49.3,2015,9,-5488050.896108387,2765598.287796373,12 days 12:00:00.000000000,3216.652614746127,135099.40981933734
