,ID,Latitude_start,Longitude_start,Season_start,Zones_start,x_start,y_start,Year_start,Month_start,Latitude_end,Longitude_end,Season_end,Zones_end,x_end,y_end,Year_end,Month_end,Duration,Distance,Distance_draw
584,AL192005,11.8,-32.7,Autumn,Atlantic,-3640147.348940048,1322955.5151757807,2005,9,16.6,-35.3,Autumn,Atlantic,-3929578.025002557,1874311.934414086,2005,10,2.0 days,632.3691405438767,26559.503902842822
585,AL202005,18.9,-85.6,Autumn,Mexico_Caribbean,-9528948.411904218,2143166.0658230092,2005,10,16.9,-97.0,Autumn,Mexico_Caribbean,-10797990.606947538,1909187.551694071,2005,10,3.75 days,1410.90096421917,59257.840497205136
586,AL212005,33.8,-31.8,Autumn,Atlantic,-3539959.8072261,4001978.423556842,2005,10,43.6,-23.0,Autumn,Atlantic,-2560348.2882452924,5403748.491529238,2005,10,1.5 days,1506.408163401875,63269.142862878754
587,AL222005,27.3,-79.7,Autumn,Atlantic,-8872163.416223904,3161003.042871573,2005,10,30.3,-85.6,Autumn,Mexico_Caribbean,-9528948.411904218,3542170.6276430194,2005,10,1.75 days,1015.0034912539243,42630.14663266482
588,AL232005,26.1,-57.4,Autumn,Atlantic,-6389738.771533904,3011471.6524781864,2005,10,39.6,-73.8,Autumn,Atlantic,-8215378.42054359,4807984.493190497,2005,10,6.5 days,3045.9395727040687,127929.46205357088
589,AL242005,32.9,-20.6,Autumn,Atlantic,-2293181.510341436,3882038.1457198407,2005,10,37.7,-6.0,Autumn,Atlantic,-667916.9447596415,4537132.130042942,2005,10,3.25 days,1659.8861628890322,69715.21884133936
590,AL252005,17.6,-78.5,Autumn,Mexico_Caribbean,-8738580.027271977,1990781.8912618745,2005,10,45.5,-52.0,Autumn,Atlantic,-5788613.5212502275,5700582.732404122,2005,10,11.0 days,6047.2160617532445,253983.07459363627
591,AL262005,15.8,-67.5,Autumn,Mexico_Caribbean,-7514065.628545968,1781573.1821900643,2005,10,27.9,-70.8,Autumn,Atlantic,-7881419.948163769,3236371.9175367467,2005,10,2.25 days,1708.1467652622741,71742.16414101551
592,AL272005,10.4,-80.9,Autumn,Mexico_Caribbean,-9005746.805175833,1164132.904452777,2005,10,12.7,-84.9,Autumn,Mexico_Caribbean,-9451024.768348927,1425478.519403155,2005,10,4.25 days,808.2410424493468,33946.123782872564
593,AL282005,13.2,-62.1,Autumn,Mexico_Caribbean,-6912940.37826229,1482591.060427771,2005,11,15.4,-83.5,Autumn,Mexico_Caribbean,-9295177.481238343,1735342.252565708,2005,11,8.0 days,3172.1608353723564,133230.75508563896
594,AL292005,27.0,-48.0,Autumn,Atlantic,-5343335.558077132,3123471.749104576,2005,11,35.3,-1.0,Autumn,Atlantic,-111319.49079327358,4204725.050936375,2005,11,10.25 days,6990.482814875776,293600.2782247826
595,AL302005,31.5,-49.2,Autumn,Atlantic,-5476918.947029062,3697855.330337703,2005,11,24.7,-39.2,Winter,Atlantic,-4363724.039096325,2838941.1269646613,2005,12,10.5 days,4374.234562129089,183717.85160942172
596,AL312005,23.9,-35.6,Winter,Atlantic,-3962973.87224054,2741227.39989258,2005,12,26.3,-55.7,Winter,Atlantic,-6200495.637185339,3036284.923313025,2006,1,8.75 days,2582.3909336579895,108460.41921363556
597,AL012006,20.0,-85.0,Summer,Mexico_Caribbean,-9462156.717428254,2273030.926987689,2006,6,57.0,-3.0,Summer,Atlantic,-333958.47237982077,7760118.6729024565,2006,6,9.0 days,10395.50792673678,436611.33292294474
598,AL022006,37.2,-68.7,Summer,Atlantic,-7647649.017497895,4467020.993627968,2006,7,49.8,-46.1,Summer,Atlantic,-5131828.525569912,6411711.138972005,2006,7,3.0 days,2774.920079001565,116546.64331806573
599,AL032006,32.3,-73.3,Summer,Atlantic,-8159718.675146952,3802755.031859114,2006,7,48.5,-56.5,Summer,Atlantic,-6289551.229819957,6190443.809135449,2006,7,4.0 days,2750.6670703183117,115528.0169533691
600,AL042006,16.3,-58.1,Summer,Atlantic,-6467662.4150891965,1839490.7129754247,2006,8,23.2,-81.7,Summer,Mexico_Caribbean,-9094802.397810452,2656223.239935541,2006,8,5.5 days,2732.1550807014373,114750.51338946036
601,AL052006,11.6,-21.7,Summer,Atlantic,-2415632.9502140367,1300219.208188275,2006,8,32.1,-48.3,Summer,Atlantic,-5376731.405315113,3776444.350896252,2006,8,6.25 days,3981.3772489952294,167217.84445779963
602,AL062006,12.7,-61.6,Summer,Mexico_Caribbean,-6857280.632865652,1425478.519403155,2006,8,46.5,-74.4,Autumn,Atlantic,-8282170.115019555,5860839.829947802,2006,9,10.5 days,5232.635442859244,219770.68860008824
603,AL072006,14.1,-39.4,Autumn,Atlantic,-4385987.937254978,1585691.7893914054,2006,9,62.0,-34.0,Autumn,Atlantic,-3784862.6869713017,8859142.800565692,2006,9,15.25 days,11679.781315986278,490550.81527142366
604,AL082006,20.2,-53.8,Autumn,Atlantic,-5988988.604678119,2296738.784255179,2006,9,50.5,-7.5,Autumn,Atlantic,-834896.1809495519,6533321.5678379275,2006,9,14.0 days,11078.293520337636,465288.3278541807
605,AL092006,11.9,-22.0,Autumn,Atlantic,-2449028.7974520186,1334329.8696704558,2006,9,56.3,-7.6,Autumn,Atlantic,-846028.1300288794,7618370.452250233,2006,9,15.25 days,10857.556307310719,456017.36490705016
606,AL102006,26.1,-52.6,Autumn,Atlantic,-5855405.21572619,3011471.6524781864,2006,9,49.5,-47.0,Autumn,Atlantic,-5232016.067283859,6360130.740921419,2006,10,5.75 days,3576.6845913362386,150220.75283612203
607,AL012007,35.5,-74.0,Spring,Atlantic,-8237642.318702245,4232038.46239887,2007,5,31.8,-69.4,Spring,Atlantic,-7725572.661053187,3737086.056237236,2007,5,7.5 days,2763.533234848159,116068.39586362267
608,AL022007,18.1,-87.0,Spring,Mexico_Caribbean,-9684795.699014803,2049256.6947467641,2007,5,47.5,-68.5,Summer,Atlantic,-7625385.119339243,6024072.119373783,2007,6,5.5 days,3949.13751909285,165863.7758018997
609,AL032007,35.5,-66.5,Summer,Atlantic,-7402746.137752692,4232038.46239887,2007,7,66.0,-7.0,Summer,Atlantic,-779236.4355529152,9876845.895794794,2007,8,5.5 days,7031.528772609195,295324.2084495862
610,AL042007,12.2,-28.9,Summer,Atlantic,-3217133.2839256064,1368478.1897511792,2007,8,20.5,-99.0,Summer,Mexico_Caribbean,-11020629.588534083,2332357.8126193318,2007,8,9.75 days,7817.216320740982,328323.08547112125
611,AL052007,23.7,-90.7,Summer,Mexico_Caribbean,-10096677.814949917,2716894.181017613,2007,8,35.9,-96.5,Summer,Mexico_Caribbean,-10742330.861550901,4286870.23604428,2007,8,4.75 days,2327.439192600318,97752.44608921336
612,AL062007,11.5,-56.6,Summer,Atlantic,-6300683.1788992835,1288857.180495907,2007,8,17.7,-93.8,Autumn,Mexico_Caribbean,-10441768.23640906,2002463.7486873388,2007,9,6.25 days,4212.9404990903,176943.50096179263
613,AL072007,30.1,-71.8,Autumn,Atlantic,-7992739.438957042,3516410.3982930523,2007,9,38.4,-68.0,Autumn,Atlantic,-7569725.373942602,4636087.527139463,2007,9,3.25 days,1779.423206602841,74735.77467731932
614,AL082007,13.0,-43.6,Autumn,Atlantic,-4853529.798586728,1459732.2718804963,2007,9,19.1,-62.0,Autumn,Atlantic,-6901808.4291829625,2166712.8397487444,2007,9,6.25 days,2178.7359727633707,91506.91085606157
615,AL092007,27.3,-95.0,Autumn,Mexico_Caribbean,-10575351.62536099,3161003.042871573,2007,9,32.7,-90.2,Autumn,Mexico_Caribbean,-10041018.069553277,3855551.3465079404,2007,9,2.25 days,848.8718418943882,35652.617359564305
616,AL102007,29.1,-85.4,Autumn,Mexico_Caribbean,-9506684.513745563,3388379.9613727783,2007,9,30.7,-87.7,Autumn,Mexico_Caribbean,-9762719.342570093,3593849.414225508,2007,9,0.75 days,313.97768434701044,13187.062742574439
617,AL112007,36.2,-46.1,Autumn,Atlantic,-5131828.525569912,4328176.075298277,2007,9,41.0,-43.5,Autumn,Atlantic,-4842397.849507402,5012341.663847518,2007,9,1.75 days,682.160348186106,28650.734623816454
618,AL122007,10.0,-35.9,Autumn,Atlantic,-3996369.719478522,1118889.9748579594,2007,9,16.8,-54.2,Autumn,Atlantic,-6033516.400995429,1897556.232409336,2007,9,4.5 days,2264.1074768802264,95092.51402896951
619,AL132007,21.8,-94.8,Autumn,Mexico_Caribbean,-10553087.727202335,2487529.715138796,2007,9,20.7,-98.7,Autumn,Mexico_Caribbean,-10987233.741296103,2356142.531225168,2007,9,3.0 days,700.284707670867,29411.957722176412
620,AL142007,14.0,-25.8,Autumn,Atlantic,-2872042.862466458,1574216.548161465,2007,9,24.6,-53.5,Autumn,Atlantic,-5955592.757440138,2826693.0380219044,2007,10,7.5 days,3349.736083659651,140688.91551370535
621,AL152007,29.5,-52.6,Autumn,Atlantic,-5855405.21572619,3439440.06073126,2007,10,48.7,-25.2,Autumn,Atlantic,-2805251.167990494,6224110.131660086,2007,10,6.25 days,3979.010604286355,167118.4453800269
622,AL162007,18.0,-60.2,Autumn,Atlantic,-6701433.34575507,2037548.5447506013,2007,10,64.2,-50.4,Autumn,Atlantic,-5610502.335980988,9400734.673661597,2007,11,13.0 days,8202.064420597735,344486.70566510485
623,AL172007,18.3,-61.8,Winter,Atlantic,-6879544.531024308,2072693.080975136,2007,12,26.3,-85.2,Winter,Mexico_Caribbean,-9484420.615586907,3036284.923313025,2007,12,5.75 days,3610.485939709477,151640.40946779802
624,AL012008,17.5,-87.5,Spring,Mexico_Caribbean,-9740455.444411438,1979106.499724387,2008,5,17.6,-91.1,Summer,Mexico_Caribbean,-10141205.611267222,1990781.8912618745,2008,6,2.0 days,433.40141399420713,18202.8593877567
625,AL022008,12.7,-22.9,Summer,Atlantic,-2549216.3391659646,1425478.519403155,2008,7,58.5,-27.0,Summer,Atlantic,-3005626.251418386,8073093.6119444575,2008,7,18.0 days,10708.410455058134,449753.23911244166
626,AL032008,31.7,-79.8,Summer,Atlantic,-8883295.365303231,3723995.067295088,2008,7,44.4,-57.5,Summer,Atlantic,-6400870.720613231,5527553.215435862,2008,7,4.25 days,2756.428186231912,115769.98382174032
627,AL042008,17.8,-83.6,Summer,Mexico_Caribbean,-9306309.43031767,2014152.1147909653,2008,7,32.9,-106.3,Summer,Mexico_Caribbean,-11833261.87132498,3882038.1457198407,2008,7,6.5 days,3186.6127833879846,133837.73690229535
628,AL052008,28.1,-87.4,Summer,Mexico_Caribbean,-9729323.49533211,3261587.361843118,2008,8,32.7,-98.7,Summer,Mexico_Caribbean,-10987233.741296103,3855551.3465079404,2008,8,3.25 days,1360.8367978908466,57155.145511415554
629,AL062008,18.4,-67.4,Summer,Atlantic,-7502933.67946664,2084421.404033635,2008,8,37.7,-82.6,Summer,Atlantic,-9194989.939524395,4537132.130042942,2008,8,12.75 days,4596.131394406092,193037.51856505586
630,AL072008,13.5,-67.4,Summer,Mexico_Caribbean,-7502933.67946664,1516914.4453372369,2008,8,43.7,-83.8,Autumn,Mexico_Caribbean,-9328573.328476328,5419133.259362267,2008,9,11.5 days,5577.751453150082,234265.56103230343
631,AL082008,19.4,-57.3,Summer,Atlantic,-6378606.822454575,2202086.5110550304,2008,8,47.8,-52.1,Autumn,Atlantic,-5799745.470329554,6073646.223350629,2008,9,11.5 days,7342.015569572931,308364.6539220631
632,AL092008,17.2,-37.0,Autumn,Atlantic,-4118821.1593511226,1944118.6941882698,2008,9,47.2,-71.1,Autumn,Atlantic,-7914815.795401751,5974780.482145987,2008,9,14.25 days,10153.352474449837,426440.80392689316
633,AL102008,12.3,-21.9,Autumn,Atlantic,-2437896.848372692,1379869.5080911643,2008,9,16.3,-53.6,Autumn,Atlantic,-5966724.706519464,1839490.7129754247,2008,9,8.0 days,3636.439221936849,152730.44732134766
634,AL112008,21.5,-70.0,Autumn,Atlantic,-7792364.355529151,2451599.0873778537,2008,9,48.1,-60.8,Autumn,Atlantic,-6768225.040231032,6123507.424977484,2008,9,5.5 days,3499.118035245788,146962.9574803231
635,AL122008,39.0,-35.0,Autumn,Atlantic,-3896182.1777645764,4721671.572580107,2008,9,56.0,-26.0,Autumn,Atlantic,-2894306.7606251133,7558415.656081783,2008,10,8.25 days,5701.719519016439,239472.21979869046
636,AL132008,18.5,-91.7,Autumn,Mexico_Caribbean,-10207997.305743188,2096156.5384662848,2008,10,19.9,-96.9,Autumn,Mexico_Caribbean,-10786858.65786821,2261188.30930251,2008,10,1.75 days,600.4177656390973,25217.546156842087
637,AL142008,15.5,-36.6,Autumn,Atlantic,-4074293.3630338125,1746891.5570753578,2008,10,22.0,-48.0,Autumn,Atlantic,-5343335.558077132,2511525.234845713,2008,10,3.25 days,1508.5698695855672,63359.93452259382
638,AL152008,15.4,-69.0,Autumn,Mexico_Caribbean,-7681044.864735877,1735342.252565708,2008,10,38.3,-43.3,Autumn,Atlantic,-4820133.951348745,4621892.867064265,2008,10,7.75 days,4207.521288896229,176715.89413364162
639,AL162008,15.5,-82.8,Autumn,Mexico_Caribbean,-9217253.837683052,1746891.5570753578,2008,10,15.3,-85.6,Autumn,Mexico_Caribbean,-9528948.411904218,1723798.498982408,2008,10,1.5 days,345.5923285957563,14514.877801021767
640,AL172008,13.7,-81.7,Autumn,Mexico_Caribbean,-9094802.397810452,1539820.6224079388,2008,11,28.9,-85.6,Autumn,Mexico_Caribbean,-9528948.411904218,3362924.4219808686,2008,11,8.5 days,2822.184860529156,118531.76414222457
641,AL012009,30.6,-75.4,Spring,Atlantic,-8393489.605812829,3580909.760461875,2009,5,41.0,-58.6,Spring,Atlantic,-6523322.160485833,5012341.663847518,2009,5,3.5 days,2319.370316182091,97413.55327964782
642,AL022009,14.3,-24.0,Summer,Atlantic,-2671667.779038566,1608657.4067022006,2009,8,14.6,-54.8,Summer,Atlantic,-6100308.095471391,1643144.2622949209,2009,8,6.25 days,3410.138797487282,143225.82949446584
643,AL032009,11.8,-32.0,Summer,Atlantic,-3562223.7053847546,1322955.5151757807,2009,8,53.0,-13.0,Summer,Atlantic,-1447153.3803125566,6982997.920389787,2009,8,10.75 days,11627.824011809544,488368.6084960008
644,AL042009,27.0,-83.4,Summer,Mexico_Caribbean,-9284045.532159016,3123471.749104576,2009,8,32.8,-88.3,Summer,Mexico_Caribbean,-9829511.037046056,3868787.298098511,2009,8,1.5 days,837.6301439399331,35180.46604547719
645,AL052009,24.6,-70.1,Summer,Atlantic,-7803496.304608477,2826693.0380219044,2009,8,31.0,-75.0,Summer,Atlantic,-8348961.809495519,3632749.143384427,2009,8,2.5 days,1033.0494558583994,43388.077146052776
646,AL062009,16.7,-57.3,Autumn,Atlantic,-6378606.822454575,1885931.0405919403,2009,9,17.0,-66.5,Autumn,Mexico_Caribbean,-7402746.137752692,1920825.0403774653,2009,9,2.5 days,1026.09569990579,43096.019396043186
647,AL072009,11.8,-24.0,Autumn,Atlantic,-2671667.779038566,1322955.5151757807,2009,9,26.6,-69.8,Autumn,Atlantic,-7770100.457370495,3073585.3046073965,2009,9,11.75 days,5798.238590532685,243526.02080237275
648,AL082009,14.8,-29.0,Autumn,Atlantic,-3228265.2330049337,1666161.5819088097,2009,9,18.6,-35.2,Autumn,Atlantic,-3918446.075923232,2107898.527978212,2009,9,1.5 days,806.1702305116505,33859.14968148932
649,AL092009,46.0,-43.2,Autumn,Atlantic,-4809002.002269419,5780349.220256355,2009,9,50.8,-7.7,Autumn,Atlantic,-857160.0791082066,6585991.998099624,2009,10,9.0 days,6152.74016307379,258415.0868490992
650,AL102009,15.1,-49.2,Autumn,Atlantic,-5476918.947029062,1700727.4828306185,2009,10,20.2,-71.7,Autumn,Atlantic,-7981607.489877718,2296738.784255179,2009,10,5.5 days,2615.8977998985424,109867.70759573879
651,AL112009,11.0,-81.3,Autumn,Mexico_Caribbean,-9050274.601493144,1232106.80189676,2009,11,30.8,-85.5,Autumn,Mexico_Caribbean,-9517816.46282489,3606802.484325358,2009,11,7.0 days,2721.9526658183854,114322.01196437218
652,AL012010,15.9,-82.0,Summer,Mexico_Caribbean,-9128198.245048434,1793145.096901021,2010,6,23.2,-101.9,Summer,Mexico_Caribbean,-11343456.111834578,2656223.239935541,2010,7,7.25 days,2587.4720144951416,108673.82460879594
653,AL022010,21.5,-91.1,Summer,Mexico_Caribbean,-10141205.611267222,2451599.0873778537,2010,7,28.1,-102.2,Summer,Mexico_Caribbean,-11376851.95907256,3261587.361843118,2010,7,2.75 days,1485.0509340004774,62372.13922802005
654,AL032010,21.5,-73.8,Summer,Atlantic,-8215378.42054359,2451599.0873778537,2010,7,30.1,-91.0,Summer,Mexico_Caribbean,-10130073.662187897,3516410.3982930523,2010,7,3.5 days,2117.1918639148876,88922.05828442528
655,AL042010,12.5,-40.7,Summer,Atlantic,-4530703.275286235,1402665.189967927,2010,8,30.3,-65.7,Summer,Atlantic,-7313690.545118075,3542170.6276430194,2010,8,5.75 days,3913.8774188624207,164382.85159222168
656,AL052010,25.7,-83.0,Summer,Mexico_Caribbean,-9239517.735841706,2961971.853323753,2010,8,31.7,-91.0,Summer,Mexico_Caribbean,-10130073.662187897,3723995.067295088,2010,8,7.75 days,2435.5332820843732,102292.39784754367
657,AL062010,10.7,-31.1,Summer,Atlantic,-3462036.163670808,1198103.0405602609,2010,8,57.5,-23.0,Autumn,Atlantic,-2560348.2882452924,7863008.51105118,2010,9,12.5 days,10106.768913552074,424484.2943691871
658,AL072010,12.4,-19.3,Summer,Atlantic,-2148466.17231018,1391265.1621495972,2010,8,55.7,-53.5,Autumn,Atlantic,-5955592.757440138,7498924.477653491,2010,9,13.0 days,10478.7120665869,440105.9067966498
659,AL082010,14.0,-41.8,Summer,Atlantic,-4653154.715158835,1574216.548161465,2010,8,34.1,-62.0,Autumn,Atlantic,-6901808.4291829625,4042237.4996761656,2010,9,5.75 days,4381.382078811858,184018.04731009805
660,AL092010,12.2,-32.2,Autumn,Atlantic,-3584487.6035434087,1368478.1897511792,2010,9,17.4,-67.7,Autumn,Mexico_Caribbean,-7536329.5267046215,1967437.53139506,2010,9,7.25 days,4018.2350037629317,168765.87015804314
661,AL102010,17.5,-95.6,Autumn,Mexico_Caribbean,-10642143.319836954,1979106.499724387,2010,9,37.5,-95.0,Autumn,Mexico_Caribbean,-10575351.62536099,4509031.393076654,2010,9,5.25 days,2541.7718026601015,106754.41571172426
662,AL112010,14.0,-22.7,Autumn,Atlantic,-2526952.44100731,1574216.548161465,2010,9,58.5,-51.0,Autumn,Atlantic,-5677294.030456953,8073093.6119444575,2010,9,14.75 days,9149.196006217318,384266.2322611274
663,AL122010,12.9,-20.5,Autumn,Atlantic,-2282049.5612621084,1448309.802150294,2010,9,30.6,-44.3,Autumn,Atlantic,-4931453.442142019,3580909.760461875,2010,9,12.5 days,6814.311879733334,286201.0989488
664,AL132010,16.3,-78.5,Autumn,Mexico_Caribbean,-8738580.027271977,1839490.7129754247,2010,9,18.6,-97.4,Autumn,Mexico_Caribbean,-10842518.403264847,2107898.527978212,2010,9,4.5 days,2161.5554626067674,90785.32942948423
665,AL142010,15.2,-32.0,Autumn,Atlantic,-3562223.7053847546,1712260.2558615338,2010,9,30.2,-31.5,Autumn,Atlantic,-3506563.9599881177,3529283.971113809,2010,9,9.0 days,2229.086425714145,93621.6298799941
666,AL152010,13.7,-74.8,Autumn,Mexico_Caribbean,-8326697.9113368625,1539820.6224079388,2010,9,17.2,-93.3,Autumn,Mexico_Caribbean,-10386108.491012424,1944118.6941882698,2010,9,3.25 days,2105.3768358288153,88425.82710481025
667,AL162010,19.4,-84.1,Autumn,Mexico_Caribbean,-9361969.175714308,2202086.5110550304,2010,9,27.4,-78.5,Autumn,Atlantic,-8738580.027271977,3173535.966325065,2010,9,2.5 days,1125.2146667509405,47259.0160035395
668,AL172010,22.0,-67.2,Autumn,Atlantic,-7480669.781307985,2511525.234845713,2010,10,31.7,-14.7,Autumn,Atlantic,-1636396.5146611216,3723995.067295088,2010,10,11.5 days,7254.584344815473,304692.54248224985
669,AL182010,13.9,-81.8,Autumn,Mexico_Caribbean,-9105934.34688978,1562746.2994089609,2010,10,23.0,-79.1,Autumn,Atlantic,-8805371.72174794,2632018.637586423,2010,10,4.75 days,1799.988330363517,75599.50987526771
670,AL192010,17.2,-83.4,Autumn,Mexico_Caribbean,-9284045.532159016,1944118.6941882698,2010,10,20.1,-92.9,Autumn,Mexico_Caribbean,-10341580.694695117,2284881.0700673275,2010,10,6.75 days,1977.972455377423,83074.84312585177
671,AL202010,25.6,-61.2,Autumn,Atlantic,-6812752.836548342,2949622.9843312614,2010,10,37.0,-53.5,Autumn,Atlantic,-5955592.757440138,4439106.787250586,2010,10,2.0 days,2268.114088979805,95260.7917371518
672,AL212010,9.0,-53.7,Autumn,Atlantic,-5977856.655598791,1006021.0627551336,2010,10,42.0,-53.5,Autumn,Atlantic,-5955592.757440138,5160979.444049783,2010,11,12.5 days,6992.388016217253,293680.2966811246
673,AL012011,19.9,-92.8,Summer,Mexico_Caribbean,-10330448.745615788,2261188.30930251,2011,6,21.1,-98.7,Summer,Mexico_Caribbean,-10987233.741296103,2403806.521646825,2011,7,2.75 days,722.0812551592603,30327.412716688934
674,AL022011,30.7,-79.7,Summer,Atlantic,-8872163.416223904,3593849.414225508,2011,7,39.8,-57.0,Summer,Atlantic,-6345210.975216595,4836921.2463998515,2011,7,7.0 days,3158.1639323849863,132642.88516016942
675,AL032011,33.0,-59.5,Summer,Atlantic,-6623509.702199778,3895303.963393895,2011,7,50.0,-27.8,Summer,Atlantic,-3094681.8440530063,6446275.841017158,2011,7,3.0 days,3838.123682365102,161201.1946593343
676,AL042011,21.6,-85.7,Summer,Mexico_Caribbean,-9540080.360983547,2463567.673849854,2011,7,27.8,-98.1,Summer,Mexico_Caribbean,-10920442.046820138,3223781.6854985543,2011,7,3.0 days,1520.1440844188203,63846.05154559045
677,AL052011,14.9,-61.4,Summer,Mexico_Caribbean,-6835016.734706998,1677678.1860015187,2011,8,30.7,-74.8,Summer,Atlantic,-8326697.9113368625,3593849.414225508,2011,8,5.75 days,3111.980628245649,130703.18638631725
678,AL062011,34.7,-66.0,Summer,Atlantic,-7347086.392356058,4123186.709668859,2011,8,35.6,-37.9,Summer,Atlantic,-4219008.701065068,4245720.660441582,2011,8,3.5 days,3265.4877474066175,137150.48539107793
679,AL072011,26.2,-58.0,Summer,Atlantic,-6456530.466009867,3023872.9604291576,2011,8,44.9,-44.8,Summer,Atlantic,-4987113.187538656,5605792.247207348,2011,8,4.5 days,3440.8086386937725,144513.96282513844
680,AL082011,15.4,-82.0,Summer,Mexico_Caribbean,-9128198.245048434,1735342.252565708,2011,8,18.1,-97.2,Summer,Mexico_Caribbean,-10820254.505106192,2049256.6947467641,2011,8,3.5 days,1736.72900666304,72942.61827984768
681,AL092011,15.0,-59.0,Summer,Atlantic,-6567849.956803141,1689200.1396078938,2011,8,53.0,-60.0,Summer,Atlantic,-6679169.447596415,6982997.920389787,2011,8,9.0 days,6096.207775169169,256040.72655710508
682,AL102011,12.3,-29.0,Summer,Atlantic,-3228265.2330049337,1379869.5080911643,2011,8,15.8,-33.9,Summer,Atlantic,-3773730.7378919744,1781573.1821900643,2011,8,2.0 days,706.9291242660352,29691.023219173476
683,AL112011,27.3,-59.0,Summer,Atlantic,-6567849.956803141,3161003.042871573,2011,8,38.3,-63.8,Summer,Atlantic,-7102183.512610855,4621892.867064265,2011,8,3.0 days,1790.316265665676,75193.28315795839
684,AL122011,9.5,-19.0,Summer,Atlantic,-2115070.325072198,1062414.311267536,2011,8,59.5,-0.0,Autumn,Atlantic,-0.0,8289249.926586542,2011,9,15.75 days,14435.679280658014,606298.5297876366
685,AL202011,37.1,-64.3,Summer,Atlantic,-7157843.258007491,4453054.678866078,2011,8,42.4,-57.8,Autumn,Atlantic,-6434266.567851213,5221087.110313787,2011,9,3.25 days,966.2067474256985,40580.683391879335
686,AL132011,26.6,-91.4,Autumn,Mexico_Caribbean,-10174601.458505206,3073585.3046073965,2011,9,34.9,-85.3,Autumn,Mexico_Caribbean,-9495552.564666236,4150299.833732607,2011,9,4.75 days,1450.256456238268,60910.77116200725
687,AL142011,11.5,-35.9,Autumn,Atlantic,-3996369.719478522,1288857.180495907,2011,9,46.7,-53.9,Autumn,Atlantic,-6000120.553757446,5893243.1765253525,2011,9,10.0 days,7228.734314321525,303606.84120150405
688,AL152011,20.3,-93.9,Autumn,Mexico_Caribbean,-10452900.18548839,2308604.115398844,2011,9,20.5,-97.8,Autumn,Mexico_Caribbean,-10887046.199582156,2332357.8126193318,2011,9,5.25 days,892.9086493771292,37502.163273839426
689,AL162011,11.6,-37.0,Autumn,Atlantic,-4118821.1593511226,1300219.208188275,2011,9,51.3,-31.9,Autumn,Atlantic,-3551091.7563054273,6674532.7984730825,2011,10,14.25 days,9018.675464843207,378784.3695234147
690,AL172011,8.3,-17.5,Autumn,Atlantic,-1948091.0888822882,927200.3669475605,2011,9,37.5,-43.6,Autumn,Atlantic,-4853529.798586728,4509031.393076654,2011,10,16.0 days,8026.673158418663,337120.27265358384
691,AL182011,12.7,-81.0,Autumn,Mexico_Caribbean,-9016878.75425516,1425478.519403155,2011,10,21.5,-84.2,Autumn,Mexico_Caribbean,-9373101.124793636,2451599.0873778537,2011,10,7.25 days,1669.384510000258,70114.14942001083
692,AL192011,28.5,-70.0,Autumn,Atlantic,-7792364.355529151,3312159.8598184395,2011,11,42.5,-52.4,Autumn,Atlantic,-5833141.317567538,5236173.783920941,2011,11,6.75 days,3099.104108719199,130162.37256620635
693,AL012012,33.1,-77.0,Spring,Atlantic,-8571600.791082066,3908584.825485164,2012,5,35.9,-66.0,Spring,Atlantic,-7347086.392356058,4286870.23604428,2012,5,4.75 days,2119.1056450552646,89002.43709232111
694,AL022012,30.1,-76.1,Spring,Atlantic,-8471413.249368118,3516410.3982930523,2012,5,38.1,-53.2,Summer,Atlantic,-5922196.910202155,4593562.106521997,2012,6,7.5 days,4719.33789230334,198212.19147674026
695,AL032012,28.8,-68.8,Summer,Atlantic,-7658780.966577223,3350215.0600889367,2012,6,43.7,-38.2,Summer,Atlantic,-4252404.548303051,5419133.259362267,2012,6,7.5 days,5798.444528874478,243534.6702127281
696,AL042012,25.5,-87.6,Summer,Mexico_Caribbean,-9751587.393490763,2937284.4374238458,2012,6,29.5,-80.3,Summer,Atlantic,-8938955.110699868,3439440.06073126,2012,6,4.0 days,1029.3866570444764,43234.239595868006
697,AL052012,11.6,-46.7,Summer,Atlantic,-5198620.220045877,1300219.208188275,2012,8,17.9,-97.2,Summer,Mexico_Caribbean,-10820254.505106192,2025847.032474196,2012,8,8.75 days,5695.2123024626435,239198.91670343102
698,AL062012,12.2,-23.1,Summer,Atlantic,-2571480.23732462,1368478.1897511792,2012,8,18.4,-52.9,Summer,Atlantic,-5888801.062964172,2084421.404033635,2012,8,5.0 days,3381.9741712979603,142042.91519451432
699,AL072012,13.7,-43.0,Summer,Atlantic,-4786738.104110763,1539820.6224079388,2012,8,22.7,-98.9,Summer,Mexico_Caribbean,-11009497.639454758,2595778.804307132,2012,8,9.25 days,6527.619928259538,274160.0369869006
700,AL082012,27.6,-54.6,Summer,Atlantic,-6078044.197312738,3198635.902825666,2012,8,39.8,-16.6,Summer,Atlantic,-1847903.5471683412,4836921.2463998515,2012,8,6.0 days,4803.670743005476,201754.17120622998
701,AL092012,15.7,-44.8,Summer,Atlantic,-4987113.187538656,1770006.9811914344,2012,8,38.4,-93.3,Autumn,Mexico_Caribbean,-10386108.491012424,4636087.527139463,2012,9,11.75 days,6721.642823550458,282308.99858911923
702,AL102012,10.7,-31.7,Summer,Atlantic,-3528827.8581467727,1198103.0405602609,2012,8,17.4,-45.4,Summer,Atlantic,-5053904.88201462,1967437.53139506,2012,8,2.75 days,1694.2595037424107,71158.89915718125
