,ID,Latitude_start,Longitude_start,Season_start,Zones_start,x_start,y_start,Year_start,Month_start,Latitude_end,Longitude_end,Season_end,Zones_end,x_end,y_end,Year_end,Month_end,Duration,Distance,Distance_draw
228,AL111981,12.8,-33.0,Summer,Atlantic,-3673543.196178029,1436891.8974580714,1981,8,10.3,-59.1,Summer,Atlantic,-6578981.9058824675,1152816.8257508886,1981,8,4.5 days,2969.726740421237,124728.52309769196
229,AL121981,20.7,-92.6,Summer,Mexico_Caribbean,-10308184.847457133,2356142.531225168,1981,8,26.0,-99.0,Summer,Mexico_Caribbean,-11020629.588534083,2999080.9434706424,1981,8,2.75 days,1004.549213041335,42191.066947736064
230,AL131981,29.8,-72.7,Summer,Atlantic,-8092926.980670989,3477867.5267068264,1981,8,42.7,-41.0,Autumn,Atlantic,-4564099.122524217,5266419.697085063,1981,9,11.5 days,4779.401232854641,200734.85177989493
231,AL141981,16.2,-60.3,Autumn,Atlantic,-6712565.294834398,1827895.5331194468,1981,9,40.6,-33.4,Autumn,Atlantic,-3718070.9924953375,4953519.586791799,1981,9,9.0 days,6000.768003786674,252032.25615904032
232,AL151981,14.8,-54.0,Autumn,Atlantic,-6011252.502836772,1666161.5819088097,1981,9,40.5,-28.2,Autumn,Atlantic,-3139209.640370315,4938869.175786295,1981,9,8.75 days,8096.734580492384,340062.85238068015
233,AL161981,14.0,-49.0,Autumn,Atlantic,-5454655.048870405,1574216.548161465,1981,9,36.7,-32.8,Autumn,Atlantic,-3651279.2980193724,4397372.744462241,1981,9,8.25 days,5919.005998673178,248598.25194427345
234,AL171981,11.8,-73.8,Autumn,Mexico_Caribbean,-8215378.42054359,1322955.5151757807,1981,9,13.0,-84.0,Autumn,Mexico_Caribbean,-9350837.22663498,1459732.2718804963,1981,9,2.5 days,1139.4275380160707,47855.956596674965
235,AL181981,13.5,-32.5,Autumn,Atlantic,-3617883.450781392,1516914.4453372369,1981,9,45.0,-4.0,Autumn,Atlantic,-445277.9631730943,5621521.486192066,1981,10,11.75 days,9844.690763875244,413477.0120827602
236,AL191981,8.0,-38.0,Autumn,Atlantic,-4230140.650144396,893463.7510126453,1981,9,35.0,-53.6,Autumn,Atlantic,-5966724.706519464,4163881.1440642895,1981,10,8.75 days,5609.153585606191,235584.45059546002
237,AL201981,25.0,-47.5,Autumn,Atlantic,-5287675.812680495,2875744.6243522423,1981,10,41.5,-29.5,Autumn,Atlantic,-3283924.9784015706,5086373.649287362,1981,11,3.5 days,2759.501914227758,115899.08039756583
238,AL211981,16.9,-81.2,Autumn,Mexico_Caribbean,-9039142.652413817,1909187.551694071,1981,11,26.8,-64.5,Autumn,Atlantic,-7180107.1561661465,3098506.536103414,1981,11,4.75 days,2289.6176689702347,96163.94209674986
239,AL221981,31.0,-74.0,Autumn,Atlantic,-8237642.318702245,3632749.143384427,1981,11,42.9,-65.8,Autumn,Atlantic,-7324822.494197401,5296763.192592259,1981,11,4.75 days,1831.5217788789273,76923.91471291495
240,AL011982,21.7,-87.1,Summer,Mexico_Caribbean,-9695927.648094127,2475544.533776697,1982,6,25.5,-82.6,Summer,Mexico_Caribbean,-9194989.939524395,2937284.4374238458,1982,6,4.0 days,974.2964367756007,40920.45034457523
241,AL021982,25.8,-86.4,Summer,Mexico_Caribbean,-9618004.004538838,2974331.0993660805,1982,6,45.4,-56.0,Summer,Atlantic,-6233891.484423323,5684714.657219869,1982,6,2.75 days,3936.8580348767073,165348.0374648217
242,AL031982,13.7,-22.2,Summer,Atlantic,-2471292.6956106736,1539820.6224079388,1982,8,20.0,-63.6,Autumn,Atlantic,-7079919.6144522,2273030.926987689,1982,9,9.0 days,4649.154048316453,195264.470029291
243,AL041982,16.8,-53.0,Autumn,Atlantic,-5899933.0120434975,1897556.232409336,1982,9,24.0,-66.0,Autumn,Atlantic,-7347086.392356058,2753408.109364979,1982,9,3.5 days,1685.703231130938,70799.5357074994
244,AL051982,26.2,-91.0,Autumn,Mexico_Caribbean,-10130073.662187897,3023872.9604291576,1982,9,34.8,-91.8,Autumn,Mexico_Caribbean,-10219129.254822517,4136735.049397425,1982,9,3.75 days,1274.732051024609,53538.74614303358
245,AL061982,19.8,-69.5,Autumn,Atlantic,-7736704.610132514,2249353.171430874,1982,9,51.5,-19.0,Autumn,Atlantic,-2115070.325072198,6710219.083220743,1982,9,7.25 days,7386.979382199142,310253.1340523639
246,AL071982,25.3,-71.5,Autumn,Atlantic,-7959343.591719061,2912638.091006386,1982,9,40.1,-60.1,Autumn,Atlantic,-6690301.396675742,4880484.665662283,1982,9,3.5 days,2267.681997792706,95242.64390729366
247,AL081982,24.8,-65.4,Autumn,Atlantic,-7280294.697880092,2851199.0521615394,1982,9,32.0,-58.0,Autumn,Atlantic,-6456530.466009867,3763310.6271446524,1982,10,2.5 days,1604.6960406940689,67397.2337091509
248,AL011983,10.0,-38.0,Summer,Atlantic,-4230140.650144396,1118889.9748579594,1983,7,15.0,-67.5,Summer,Mexico_Caribbean,-7514065.628545968,1689200.1396078938,1983,7,5.25 days,3319.638723928094,139424.82640497995
249,AL021983,12.0,-27.0,Summer,Atlantic,-3005626.251418386,1345708.408409107,1983,7,18.8,-63.1,Summer,Atlantic,-7024259.869055563,2131403.2476535104,1983,8,6.0 days,4070.1383118461467,170945.80909753815
250,AL031983,27.3,-90.5,Summer,Mexico_Caribbean,-10074413.916791258,3161003.042871573,1983,8,41.2,-97.0,Summer,Mexico_Caribbean,-10797990.606947538,5041886.526155255,1983,8,5.75 days,2144.5354495264774,90070.48888011205
251,AL041983,26.0,-76.0,Summer,Atlantic,-8460281.300288793,2999080.9434706424,1983,8,25.5,-100.5,Summer,Mexico_Caribbean,-11187608.824723994,2937284.4374238458,1983,8,5.75 days,2902.352964045389,121898.82448990634
252,AL051983,30.2,-64.4,Autumn,Atlantic,-7168975.207086817,3529283.971113809,1983,9,41.7,-48.8,Autumn,Atlantic,-5432391.150711752,5116146.294557262,1983,9,4.75 days,2251.4559153546243,94561.14844489422
253,AL061983,28.0,-73.0,Autumn,Atlantic,-8126322.827908971,3248973.7896509725,1983,9,37.9,-76.9,Autumn,Atlantic,-8560468.842002738,4565308.782364547,1983,9,4.0 days,1533.67752043366,64414.45585821372
254,AL011984,28.0,-75.5,Summer,Atlantic,-8404621.554892154,3248973.7896509725,1984,6,30.2,-81.8,Summer,Mexico_Caribbean,-9105934.34688978,3529283.971113809,1984,6,2.5 days,726.1226892912417,30497.152950232154
255,AL021984,20.5,-94.0,Summer,Mexico_Caribbean,-10464032.134567717,2332357.8126193318,1984,6,22.7,-98.5,Summer,Mexico_Caribbean,-10964969.843137447,2595778.804307132,1984,6,1.75 days,563.5182256487439,23667.76547724724
256,AL031984,11.8,-47.8,Summer,Atlantic,-5321071.659918477,1322955.5151757807,1984,7,15.2,-70.2,Summer,Mexico_Caribbean,-7814628.253687805,1712260.2558615338,1984,7,2.5 days,2508.960115575698,105376.32485417933
257,AL041984,37.0,-68.2,Summer,Atlantic,-7591989.272101259,4439106.787250586,1984,8,39.8,-59.0,Summer,Atlantic,-6567849.956803141,4836921.2463998515,1984,8,2.25 days,1030.1166047789518,43264.89740071598
258,AL051984,33.0,-65.0,Summer,Atlantic,-7235766.901562783,3895303.963393895,1984,8,48.5,-38.0,Summer,Atlantic,-4230140.650144396,6190443.809135449,1984,8,3.25 days,3349.1236773013943,140663.19444665857
259,AL061984,10.5,-51.0,Summer,Atlantic,-5677294.030456953,1175452.6085934306,1984,8,25.0,-68.5,Autumn,Atlantic,-7625385.119339243,2875744.6243522423,1984,9,8.0 days,2703.0154814391517,113526.65022044437
260,AL071984,13.1,-41.0,Summer,Atlantic,-4564099.122524217,1471159.3451232612,1984,8,32.0,-42.0,Autumn,Atlantic,-4675418.6133174915,3763310.6271446524,1984,9,5.25 days,3426.0112489873904,143892.4724574704
261,AL081984,36.6,-66.9,Summer,Atlantic,-7447273.934070002,4383497.640944776,1984,8,46.2,-48.9,Autumn,Atlantic,-5443523.099791078,5812457.4913419625,1984,9,2.75 days,2190.0680939742774,91982.85994691965
262,AL091984,21.0,-96.0,Autumn,Mexico_Caribbean,-10686671.116154265,2391878.587944315,1984,9,23.2,-98.1,Autumn,Mexico_Caribbean,-10920442.046820138,2656223.239935541,1984,9,1.75 days,352.3063039291026,14796.86476502231
263,AL101984,28.5,-77.4,Autumn,Atlantic,-8616128.587399378,3312159.8598184395,1984,9,46.0,-57.8,Autumn,Atlantic,-6434266.567851213,5780349.220256355,1984,9,7.75 days,3747.804412301225,157407.78531665145
264,AL111984,20.3,-96.1,Autumn,Mexico_Caribbean,-10697803.06523359,2308604.115398844,1984,9,20.0,-95.7,Autumn,Mexico_Caribbean,-10653275.268916285,2273030.926987689,1984,9,1.5 days,140.66673032831727,5908.002673789326
265,AL121984,13.7,-21.3,Autumn,Atlantic,-2371105.1538967267,1539820.6224079388,1984,9,20.0,-43.0,Autumn,Atlantic,-4786738.104110763,2273030.926987689,1984,9,5.0 days,2735.7179940327756,114900.15574937657
266,AL131984,28.6,-65.5,Autumn,Atlantic,-7291426.6469594175,3324832.8408428608,1984,9,34.6,-62.6,Autumn,Atlantic,-6968600.123658926,4109654.7335526617,1984,9,2.5 days,766.6514609499568,32199.361359898186
267,AL141984,31.3,-58.3,Autumn,Atlantic,-6489926.313247847,3671771.448797136,1984,9,43.2,-35.0,Autumn,Atlantic,-3896182.1777645764,5342463.601958375,1984,10,9.75 days,5328.636560716561,223802.73555009556
268,AL151984,23.4,-73.0,Autumn,Atlantic,-8126322.827908971,2680464.0819783327,1984,9,36.8,-62.1,Autumn,Atlantic,-6912940.37826229,4411265.910262686,1984,10,6.0 days,3639.732956333502,152868.78416600707
269,AL161984,24.1,-68.9,Autumn,Atlantic,-7669912.915656551,2765598.287796373,1984,10,43.3,-39.5,Autumn,Atlantic,-4397119.886334307,5357746.958178199,1984,10,13.75 days,6478.108473167624,272080.5558730402
270,AL171984,26.2,-71.4,Autumn,Atlantic,-7948211.642639734,3023872.9604291576,1984,10,30.8,-89.0,Autumn,Mexico_Caribbean,-9907434.68060135,3606802.484325358,1984,10,2.75 days,2040.1146172589858,85684.81392487741
271,AL181984,14.7,-68.8,Autumn,Mexico_Caribbean,-7658780.966577223,1654650.287315491,1984,11,42.0,-47.0,Autumn,Atlantic,-5232016.067283859,5160979.444049783,1984,11,8.0 days,4383.0218784279705,184086.91889397477
272,AL191984,26.5,-79.5,Autumn,Atlantic,-8849899.51806525,3061141.038886033,1984,11,31.1,-49.5,Autumn,Atlantic,-5510314.7942670435,3645742.8680035314,1984,11,4.75 days,3427.0642524165064,143936.69860149326
273,AL201984,34.5,-60.5,Winter,Atlantic,-6734829.192993051,4096139.040447232,1984,12,19.2,-69.4,Winter,Atlantic,-7725572.661053187,2178496.88424124,1984,12,12.0 days,6584.334889764438,276542.06537010643
274,AL011985,29.4,-64.2,Summer,Atlantic,-7146711.308928164,3426656.25037027,1985,7,48.0,-54.5,Summer,Atlantic,-6066912.24823341,6106854.83488507,1985,7,3.75 days,2812.3427281637014,118118.39458287545
275,AL021985,26.0,-85.0,Summer,Mexico_Caribbean,-9462156.717428254,2999080.9434706424,1985,7,38.3,-79.5,Summer,Atlantic,-8849899.51806525,4621892.867064265,1985,7,4.75 days,1866.6091338334684,78397.58362100567
276,AL031985,31.5,-80.5,Summer,Atlantic,-8961219.008858522,3697855.330337703,1985,8,44.5,-22.5,Summer,Atlantic,-2504688.5428486555,5543147.203861799,1985,8,7.25 days,6472.916966098738,271862.512576147
277,AL041985,18.5,-80.7,Summer,Mexico_Caribbean,-8983482.907017179,2096156.5384662848,1985,8,40.4,-69.4,Summer,Atlantic,-7725572.661053187,4924240.587205196,1985,8,8.75 days,4743.5138522156585,199227.58179305764
278,AL051985,19.8,-74.0,Summer,Mexico_Caribbean,-8237642.318702245,2249353.171430874,1985,8,38.8,-91.4,Autumn,Mexico_Caribbean,-10174601.458505206,4693063.644295792,1985,9,7.75 days,4089.8791438647177,171774.92404231813
279,AL061985,20.0,-27.0,Autumn,Atlantic,-3005626.251418386,2273030.926987689,1985,9,32.0,-52.0,Autumn,Atlantic,-5788613.5212502275,3763310.6271446524,1985,9,5.0 days,3086.9331793911165,129651.19353442689
280,AL071985,11.5,-60.5,Autumn,Atlantic,-6734829.192993051,1288857.180495907,1985,9,14.2,-71.8,Autumn,Mexico_Caribbean,-7992739.438957042,1597172.0624328253,1985,9,2.25 days,1297.518955569271,54495.79613390938
281,AL081985,23.6,-70.8,Autumn,Atlantic,-7881419.948163769,2704741.5686532655,1985,9,32.1,-42.5,Autumn,Atlantic,-4731078.358714127,3776444.350896252,1985,9,3.75 days,3235.4978014041276,135890.90765897336
282,AL091985,13.3,-23.6,Autumn,Atlantic,-2627139.982721257,1494027.4564185012,1985,9,56.6,-29.0,Autumn,Atlantic,-3228265.2330049337,7678797.818644064,1985,10,15.5 days,12575.488958809166,528170.536269985
283,AL101985,29.6,-74.3,Autumn,Atlantic,-8271038.165940228,3452236.500838168,1985,9,41.3,-71.8,Autumn,Atlantic,-7992739.438957042,5056692.8087633485,1985,9,3.25 days,1389.451212762643,58356.95093603101
284,AL111985,17.8,-69.2,Autumn,Mexico_Caribbean,-7703308.762894533,2014152.1147909653,1985,10,35.8,-72.7,Autumn,Atlantic,-8092926.980670989,4273136.462385053,1985,10,8.5 days,3502.6959087527935,147113.22816761732
285,AL121985,24.5,-90.5,Autumn,Mexico_Caribbean,-10074413.916791258,2814454.732309769,1985,10,36.8,-87.1,Autumn,Mexico_Caribbean,-9695927.648094127,4411265.910262686,1985,11,6.75 days,2841.0202659022316,119322.85116789372
286,AL131985,21.1,-63.8,Autumn,Atlantic,-7102183.512610855,2403806.521646825,1985,11,33.5,-70.5,Autumn,Atlantic,-7848024.100925787,3961860.217445746,1985,11,8.0 days,4899.166617786099,205764.99794701615
287,AL141985,11.2,-77.0,Winter,Mexico_Caribbean,-8571600.791082066,1254795.1507951734,1985,12,9.5,-81.0,Winter,Mexico_Caribbean,-9016878.75425516,1062414.311267536,1985,12,2.25 days,486.61373192062894,20437.776740666417
288,AL011986,26.2,-75.8,Summer,Atlantic,-8438017.402130136,3023872.9604291576,1986,6,39.6,-68.9,Summer,Atlantic,-7669912.915656551,4807984.493190497,1986,6,3.75 days,1974.6076020274518,82933.51928515297
289,AL021986,25.6,-87.2,Summer,Mexico_Caribbean,-9707059.597173456,2949622.9843312614,1986,6,37.2,-90.0,Summer,Mexico_Caribbean,-10018754.171394622,4467020.993627968,1986,6,4.75 days,1992.590144733775,83688.78607881855
290,AL031986,24.0,-54.9,Summer,Atlantic,-6111440.04455072,2753408.109364979,1986,7,41.2,-59.8,Summer,Atlantic,-6656905.5494377585,5041886.526155255,1986,7,5.0 days,2840.5047583345986,119301.19985005315
291,AL041986,24.0,-92.9,Summer,Mexico_Caribbean,-10341580.694695117,2753408.109364979,1986,8,28.0,-97.8,Summer,Mexico_Caribbean,-10887046.199582156,3248973.7896509725,1986,8,1.5 days,714.227700601621,29997.563425268083
292,AL051986,30.1,-84.0,Summer,Mexico_Caribbean,-9350837.22663498,3516410.3982930523,1986,8,56.2,8.0,Summer,Atlantic,890555.9263461886,7598333.459337378,1986,8,16.5 days,10699.413420082756,449375.36364347575
293,AL061986,12.5,-34.5,Summer,Atlantic,-3840522.432367938,1402665.189967927,1986,8,30.8,-56.0,Autumn,Atlantic,-6233891.484423323,3606802.484325358,1986,9,5.0 days,3404.046046368641,142969.9339474829
294,AL071986,17.6,-86.2,Autumn,Mexico_Caribbean,-9595740.106380183,1990781.8912618745,1986,9,22.9,-99.0,Autumn,Mexico_Caribbean,-11020629.588534083,2619929.8004916054,1986,9,3.0 days,1537.910844594613,64592.255472973746
295,AL081986,10.5,-52.0,Autumn,Atlantic,-5788613.5212502275,1175452.6085934306,1986,9,14.8,-78.5,Autumn,Mexico_Caribbean,-8738580.027271977,1666161.5819088097,1986,9,3.25 days,2982.4862470747844,125264.42237714095
296,AL091986,21.8,-50.8,Autumn,Atlantic,-5655030.132298297,2487529.715138796,1986,9,56.0,-34.0,Autumn,Atlantic,-3784862.6869713017,7558415.656081783,1986,9,9.25 days,5587.816354756887,234688.28689978927
297,AL101986,22.8,-62.8,Autumn,Atlantic,-6990864.021817581,2607849.872687131,1986,11,31.1,-57.9,Autumn,Atlantic,-6445398.51693054,3645742.8680035314,1986,11,3.0 days,1145.3427039653047,48104.3935665428
298,AL011987,21.2,-68.5,Spring,Atlantic,-7625385.119339243,2415742.491125842,1987,5,24.4,-81.7,Summer,Mexico_Caribbean,-9094802.397810452,2802226.156991253,1987,6,7.5 days,2375.781186211284,99782.80982087392
299,AL031987,26.3,-93.6,Summer,Mexico_Caribbean,-10419504.338250406,3036284.923313025,1987,8,31.8,-82.3,Summer,Mexico_Caribbean,-9161594.092286415,3737086.056237236,1987,8,7.75 days,2062.173333901183,86611.28002384969
300,AL021987,34.3,-77.5,Summer,Atlantic,-8627260.536478702,4069156.1828074576,1987,8,39.0,-4.0,Summer,Atlantic,-445277.9631730943,4721671.572580107,1987,8,20.0 days,11906.811034850638,500086.0634637268
301,AL041987,12.5,-47.0,Summer,Atlantic,-5232016.067283859,1402665.189967927,1987,8,19.0,-64.0,Summer,Atlantic,-7124447.410769509,2154935.9150858917,1987,8,2.5 days,2017.1501567723876,84720.30658444027
302,AL051987,14.8,-20.0,Summer,Atlantic,-2226389.8158654715,1666161.5819088097,1987,8,23.8,-54.5,Summer,Atlantic,-6066912.24823341,2729056.107633078,1987,8,6.25 days,4091.1999860724636,171830.39941504347
303,AL061987,14.0,-32.0,Summer,Atlantic,-3562223.7053847546,1574216.548161465,1987,8,17.2,-48.2,Autumn,Atlantic,-5365599.456235787,1944118.6941882698,1987,9,3.25 days,1826.3596117745615,76707.10369453159
304,AL071987,15.2,-31.3,Autumn,Atlantic,-3484300.061829463,1712260.2558615338,1987,9,42.5,-28.0,Autumn,Atlantic,-3116945.7422116613,5236173.783920941,1987,9,5.25 days,3954.820104014939,166102.44436862742
305,AL081987,12.8,-63.3,Autumn,Mexico_Caribbean,-7046523.767214217,1436891.8974580714,1987,9,14.0,-83.9,Autumn,Mexico_Caribbean,-9339705.277555654,1574216.548161465,1987,9,2.75 days,2279.5872548847456,95742.66470515932
306,AL091987,28.6,-78.0,Autumn,Atlantic,-8682920.281875338,3324832.8408428608,1987,9,36.0,-78.5,Autumn,Atlantic,-8738580.027271977,4300621.372044271,1987,9,1.5 days,835.8171890179242,35104.321938752815
307,AL101987,10.8,-18.4,Autumn,Atlantic,-2048278.6305962338,1209433.8422168798,1987,9,32.8,-49.5,Autumn,Atlantic,-5510314.7942670435,3868787.298098511,1987,9,12.0 days,6179.162291354699,259524.81623689734
308,AL111987,14.0,-54.0,Autumn,Atlantic,-6011252.502836772,1574216.548161465,1987,9,22.0,-64.0,Autumn,Atlantic,-7124447.410769509,2511525.234845713,1987,9,4.0 days,1482.486756252681,62264.4437626126
309,AL121987,9.8,-51.3,Autumn,Atlantic,-5710689.877694935,1096289.5288369555,1987,9,49.0,-36.0,Autumn,Atlantic,-4007501.668557849,6274861.394006577,1987,9,6.75 days,7918.048117874734,332558.0209507388
310,AL131987,15.0,-82.6,Autumn,Mexico_Caribbean,-9194989.939524395,1689200.1396078938,1987,10,29.5,-74.0,Autumn,Atlantic,-8237642.318702245,3439440.06073126,1987,10,4.75 days,2556.0166174325323,107352.69793216635
311,AL141987,16.5,-77.5,Autumn,Mexico_Caribbean,-8627260.536478702,1862698.8721506863,1987,10,28.5,-82.0,Autumn,Mexico_Caribbean,-9128198.245048434,3312159.8598184395,1987,11,4.0 days,1631.079889621392,68505.35536409848
312,AL011988,32.0,-77.5,Summer,Atlantic,-8627260.536478702,3763310.6271446524,1988,8,51.0,-56.0,Summer,Atlantic,-6233891.484423323,6621293.722740162,1988,8,3.0 days,3116.9681493803705,130912.66227397555
313,AL021988,30.4,-90.3,Summer,Mexico_Caribbean,-10052150.018632604,3555070.4338373537,1988,8,31.7,-93.2,Summer,Mexico_Caribbean,-10374976.541933099,3723995.067295088,1988,8,2.75 days,719.878160450439,30234.88273891844
314,AL031988,14.9,-43.3,Summer,Atlantic,-4820133.951348745,1677678.1860015187,1988,8,46.5,-60.0,Summer,Atlantic,-6679169.447596415,5860839.829947802,1988,8,9.25 days,7929.613050775832,333043.7481325849
315,AL041988,20.1,-91.0,Summer,Mexico_Caribbean,-10130073.662187897,2284881.0700673275,1988,8,24.0,-109.0,Autumn,Mexico_Caribbean,-12133824.49646682,2753408.109364979,1988,9,8.0 days,2350.832572991842,98734.96806565736
316,AL051988,32.5,-60.5,Autumn,Atlantic,-6734829.192993051,3829123.837028437,1988,9,43.1,-29.7,Autumn,Atlantic,-3306188.876560225,5327205.2742704535,1988,9,2.0 days,3487.467498465702,146473.6349355595
317,AL061988,12.5,-17.5,Autumn,Atlantic,-1948091.0888822882,1402665.189967927,1988,9,25.0,-23.0,Autumn,Atlantic,-2560348.2882452924,2875744.6243522423,1988,9,3.0 days,1539.479455893743,64658.13714753721
318,AL071988,22.8,-92.0,Autumn,Mexico_Caribbean,-10241393.15298117,2607849.872687131,1988,9,33.0,-94.5,Autumn,Mexico_Caribbean,-10519691.879964354,3895303.963393895,1988,9,4.25 days,1744.447039920025,73266.77567664105
319,AL081988,12.0,-54.0,Autumn,Atlantic,-6011252.502836772,1345708.408409107,1988,9,43.4,-86.5,Autumn,Mexico_Caribbean,-9629135.953618163,5373055.471883489,1988,9,11.25 days,8431.472244615443,354121.8342738486
320,AL091988,13.4,-31.6,Autumn,Atlantic,-3517695.909067445,1505468.5717959332,1988,9,55.0,-30.0,Autumn,Atlantic,-3339584.7237982075,7361866.113051185,1988,9,10.75 days,7158.808784247118,300669.96893837897
321,AL101988,9.0,-45.5,Autumn,Atlantic,-5065036.831093948,1006021.0627551336,1988,9,12.0,-61.2,Autumn,Mexico_Caribbean,-6812752.836548342,1345708.408409107,1988,10,2.75 days,1787.2045411418358,75062.5907279571
322,AL111988,8.9,-42.2,Autumn,Atlantic,-4697682.511476145,994751.9043212249,1988,10,12.2,-86.8,Autumn,Mexico_Caribbean,-9662531.800856147,1368478.1897511792,1988,10,12.5 days,5112.738606219314,214735.02146121117
323,AL121988,14.9,-74.3,Autumn,Mexico_Caribbean,-8271038.165940228,1677678.1860015187,1988,11,52.0,-46.0,Autumn,Atlantic,-5120696.576490585,6800125.454397308,1988,11,9.0 days,8437.898365483401,354391.7313503028
324,AL131988,20.3,-84.7,Spring,Mexico_Caribbean,-9428760.870190272,2308604.115398844,1988,5,25.0,-80.0,Summer,Atlantic,-8905559.263461886,2875744.6243522423,1988,6,2.0 days,733.3976864579229,30802.70283123276
325,AL141988,25.0,-74.5,Summer,Atlantic,-8293302.064098882,2875744.6243522423,1988,8,30.5,-82.0,Summer,Mexico_Caribbean,-9128198.245048434,3567983.4559358223,1988,8,1.5 days,1153.766358206847,48458.18704468757
326,AL151988,13.0,-21.0,Summer,Atlantic,-2337709.3066587453,1459732.2718804963,1988,8,43.0,-62.0,Summer,Atlantic,-6901808.4291829625,5311971.846945471,1988,8,11.0 days,7917.004466116202,332514.1875768805
327,AL161988,12.5,-60.7,Summer,Atlantic,-6757093.091151708,1402665.189967927,1988,8,16.0,-85.1,Summer,Mexico_Caribbean,-9473288.66650758,1804722.766257292,1988,8,3.75 days,2812.3408695159565,118118.31651967017
328,AL171988,28.0,-93.5,Autumn,Mexico_Caribbean,-10408372.38917108,3248973.7896509725,1988,9,28.0,-92.5,Autumn,Mexico_Caribbean,-10297052.898377806,3248973.7896509725,1988,9,0.25 days,107.89188195830714,4531.4590422489
329,AL181988,11.5,-20.6,Autumn,Atlantic,-2293181.510341436,1288857.180495907,1988,9,12.0,-28.8,Autumn,Atlantic,-3206001.3348462787,1345708.408409107,1988,9,1.25 days,972.4395158940009,40842.459667548035
330,AL191988,12.9,-72.7,Autumn,Mexico_Caribbean,-8092926.980670989,1448309.802150294,1988,10,14.3,-72.7,Autumn,Mexico_Caribbean,-8092926.980670989,1608657.4067022006,1988,10,2.0 days,587.6674214427698,24682.03170059633
331,AL011989,20.7,-94.3,Summer,Mexico_Caribbean,-10497427.981805699,2356142.531225168,1989,6,19.2,-93.7,Summer,Mexico_Caribbean,-10430636.287329737,2178496.88424124,1989,6,1.5 days,244.81716551647597,10282.32095169199
332,AL021989,27.0,-96.0,Summer,Mexico_Caribbean,-10686671.116154265,3123471.749104576,1989,6,32.8,-93.8,Summer,Mexico_Caribbean,-10441768.23640906,3868787.298098511,1989,7,6.75 days,1310.1902264297069,55027.989510047686
333,AL031989,12.8,-37.8,Summer,Atlantic,-4207876.751985741,1436891.8974580714,1989,7,23.3,-58.1,Summer,Atlantic,-6467662.4150891965,2668339.105750191,1989,7,4.25 days,2666.4040528045034,111988.97021778914
334,AL041989,22.5,-90.0,Summer,Mexico_Caribbean,-10018754.171394622,2571663.047173645,1989,7,34.5,-98.5,Summer,Mexico_Caribbean,-10964969.843137447,4096139.040447232,1989,8,3.5 days,1657.4152775049668,69611.4416552086
335,AL051989,14.8,-41.8,Summer,Atlantic,-4653154.715158835,1666161.5819088097,1989,7,51.8,-41.9,Summer,Atlantic,-4664286.664238163,6764043.36074775,1989,8,9.0 days,7396.332301862931,310645.9566782431
336,AL061989,15.8,-20.8,Summer,Atlantic,-2315445.4085000907,1781573.1821900643,1989,8,17.7,-55.1,Summer,Atlantic,-6133703.942709372,2002463.7486873388,1989,8,8.75 days,4764.793899220914,200121.3437672784
337,AL071989,14.3,-22.4,Summer,Atlantic,-2493556.593769328,1608657.4067022006,1989,8,51.9,-31.8,Summer,Atlantic,-3539959.8072261,6782064.328749425,1989,8,9.0 days,6210.722251417698,260850.33455954332
338,AL081989,16.8,-21.0,Summer,Atlantic,-2337709.3066587453,1897556.232409336,1989,8,42.5,-29.0,Autumn,Atlantic,-3228265.2330049337,5236173.783920941,1989,9,15.5 days,6782.141930256651,284849.96107077936
339,AL091989,13.0,-48.2,Summer,Atlantic,-5365599.456235787,1459732.2718804963,1989,8,13.8,-53.4,Summer,Atlantic,-5944460.8083608085,1551281.0038815641,1989,8,1.25 days,585.1906861667321,24578.00881900275
340,AL101989,11.6,-21.0,Summer,Atlantic,-2337709.3066587453,1300219.208188275,1989,8,43.8,-51.5,Autumn,Atlantic,-5732953.775853589,5434543.708480056,1989,9,14.0 days,7791.59555222568,327247.0131934786
341,AL111989,13.2,-20.0,Autumn,Atlantic,-2226389.8158654715,1482591.060427771,1989,9,58.0,-46.0,Autumn,Atlantic,-5120696.576490585,7967317.535015907,1989,9,15.0 days,12401.260519848669,520852.9418336441
342,AL121989,11.3,-44.0,Autumn,Atlantic,-4898057.594904037,1266145.1892046658,1989,9,22.5,-67.0,Autumn,Atlantic,-7458405.88314933,2571663.047173645,1989,9,5.0 days,3079.704111806844,129347.57269588746
343,AL131989,11.9,-43.0,Autumn,Atlantic,-4786738.104110763,1334329.8696704558,1989,10,22.3,-49.4,Autumn,Atlantic,-5499182.845187713,2547582.1334137605,1989,10,3.5 days,1726.9015846506359,72529.8665553267
344,AL141989,19.4,-92.4,Autumn,Mexico_Caribbean,-10285920.94929848,2202086.5110550304,1989,10,33.8,-93.8,Autumn,Mexico_Caribbean,-10441768.23640906,4001978.423556842,1989,10,4.25 days,1725.3223072603748,72463.53690493574
345,AL151989,17.1,-84.0,Autumn,Mexico_Caribbean,-9350837.22663498,1932468.7404952245,1989,11,16.5,-83.9,Winter,Mexico_Caribbean,-9339705.277555654,1862698.8721506863,1989,12,5.75 days,1296.0731543690154,54435.07248349865
